,city,bd,total_transactions,total_activity,time_on_platform_months,num_25,num_50,num_75,num_985,num_unq,total_secs,payment_method_id,payment_plan_days,is_auto_renew,is_cancel,gender_male,registered_via_13,registered_via_3,registered_via_4,registered_via_7,registered_via_9,is_churn
1540,0.38883418,-0.26830664,-0.32982343,0.9707324,1.2185143,-0.4013375,-0.32852206,-0.06398895,-0.16048004,4.549891,3.3852327,-0.70059866,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2016,-1.1320078,2.3254976,-0.32982343,0.6426907,-0.28992072,-0.5410108,-0.56406754,-0.5871125,-0.4931662,-0.35638982,-0.35689932,-0.004640482,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
2876,-0.9630254,0.11596064,-0.32982343,-1.7629485,0.43996722,-0.09953655,-0.23684272,-0.8967162,-0.53573054,-0.605722,-0.6277329,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,1
1415,1.9096762,-2.7660441,-0.32982343,0.75203794,1.9484022,-0.60437053,-0.2565368,-0.48677796,-0.25564715,-0.61851066,-0.49480322,-0.70059866,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
2378,-1.1320078,-0.26830664,-0.32982343,-0.77882344,-0.8008422,-0.5410108,-0.56406754,-0.6645134,0.07435732,-1.1172386,-0.5382017,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
930,0.38883418,-0.4604403,-0.32982343,0.9707324,-1.0927974,1.5677899,0.22155409,0.69934434,0.50097847,4.147367,3.4367857,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
2080,1.2337464,-0.7486408,-0.32982343,0.6426907,-0.92249024,-0.19334984,0.15173672,-0.47101107,-0.4931662,-0.6168605,-0.5614762,-2.092515,0.49383894,-2.2377,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
1998,0.38883418,0.40416113,-0.32982343,-0.5601289,1.7537655,-0.6830184,-0.6976843,-0.8967162,-0.22832192,-1.0059673,-0.82859576,-0.70059866,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2147,0.38883418,-0.65257394,-0.32982343,0.9707324,-0.24126153,-0.6586104,-0.20017096,-0.4456556,-0.5675314,-0.4217438,-0.46460432,-1.860529,-0.15999371,-2.2377,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
76,-1.1320078,0.500228,-0.32982343,0.5333435,0.3426488,-0.08805823,0.7840987,0.31073833,-0.10043998,1.0405561,0.7907903,0.6913177,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1357,1.064764,-0.36437348,-0.32982343,0.75203794,-0.4358983,-0.20050336,-0.03990187,0.034961626,0.15423098,-0.24062502,-0.16400968,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
2021,0.38883418,-0.84470767,-0.32982343,1.1894269,-0.02229515,0.5438053,0.56934416,1.1481663,0.49359238,2.3682714,3.5804942,-1.3965569,-0.15999371,0.44996032,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
2212,-0.9630254,1.1726958,0.93772113,-0.77882344,1.1455256,-0.4416791,-0.4822613,-0.35490966,-0.6634233,-0.89446753,-0.67936116,0.4593316,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
2556,-1.6389552,-0.84470767,-0.32982343,-0.013392751,-1.0441382,-0.44388646,-0.66223496,-0.6451631,-0.31439632,-0.60126656,0.37858856,0.22734557,-0.15999371,-2.2377,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
1952,0.38883418,0.6923616,0.93772113,0.75203794,-0.070954345,-0.1686191,-0.059595946,-0.30044237,0.18155617,2.1636522,3.3311198,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
1955,1.9096762,-2.7660441,-0.32982343,-1.5442542,1.8754134,-0.1712761,-0.50271285,-0.72901416,-0.5972122,-0.24557547,-0.15690827,-1.6285429,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
1622,-0.9630254,2.229431,3.47281,-0.23208724,0.4886264,0.17945068,-0.38454837,-0.6172128,0.2635318,-0.13666517,-0.20327927,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,1
2615,-1.1320078,-0.5565071,0.93772113,0.9707324,-0.87383103,-0.23806809,-0.1268275,-0.09868593,-0.4148871,-0.32341734,-0.38377172,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
546,-0.9630254,-0.65257394,-0.32982343,0.86138517,-0.41156873,-0.043169763,-0.008954016,0.36104888,0.51824176,-0.64550257,-0.3861684,0.22734557,-0.15999371,-2.2377,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
1940,-0.2870956,-0.17223984,-0.32982343,-0.4507817,-0.4845575,0.23225895,-0.0042063524,0.17238411,-0.07461765,-0.6725533,-0.6238812,-1.6285429,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
500,0.21985172,-0.84470767,-0.32982343,-0.23208724,-1.0684679,-0.26692888,-0.295925,-0.50541145,0.017604932,-0.87180966,-0.6610832,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
2012,-0.9630254,-0.07617301,-0.32982343,-0.013392751,1.4374808,-0.5658437,-0.58247393,-0.49423137,-0.2775073,1.2521886,0.9796275,-0.70059866,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
505,-0.6250605,-0.5565071,-0.32982343,0.6426907,-0.7765127,-0.3257921,0.15173672,-0.31620923,-0.57829475,-0.34953532,-0.4639057,0.22734557,-0.15999371,-2.2377,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2664,0.38883418,0.5962948,-0.32982343,-0.23208724,1.8510839,0.25119025,-0.4731717,-0.39361015,-0.35128537,-0.18864514,-0.3506905,-4.1803894,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2210,0.38883418,-0.26830664,-0.32982343,-0.34143448,0.22100082,0.46594003,-0.20556386,0.22787374,-0.11259163,-0.1424893,-0.41169804,-0.23662654,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
2733,-1.6389552,0.11596064,-0.32982343,-0.013392751,0.4156376,-0.58736557,-0.21025574,-0.24267837,-0.09306213,-0.3339413,-0.38260424,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
2359,0.38883418,-0.07617301,-0.32982343,-1.2162124,1.7051063,1.4149654,0.17673305,-0.22590813,-0.31029755,-0.16636804,-0.7300443,-1.3965569,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
2688,0.38883418,-0.07617301,-0.32982343,1.1894269,-0.4602279,4.700072,1.5813661,3.550092,1.5645642,2.5464883,1.8992374,-1.860529,-0.15999371,-2.2377,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
957,-1.1320078,-0.07617301,-0.32982343,-0.99751794,-1.1657861,-0.5169304,-0.47854283,-0.7137685,-0.58603376,-1.0137981,-0.873123,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
2325,-1.1320078,-0.17223984,-0.32982343,0.86138517,-0.8008422,-0.19177312,-0.21785201,0.0016874244,-0.061442997,-0.46410325,-0.61077476,0.6913177,-0.15999371,0.44996032,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
165,0.38883418,-0.07617301,-0.32982343,-0.8881707,-0.4358983,-0.49410415,0.07333913,-0.39361015,-0.28980368,-0.7987902,-0.70639706,-5.8042917,8.121886,-2.2377,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,1
1449,0.21985172,-0.07617301,-0.32982343,0.5333435,1.6077878,0.92777395,-0.40699962,-0.4539829,-0.18897362,-0.33527797,-0.2747204,-0.70059866,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
201,-0.79404294,0.019893818,-0.32982343,0.9707324,-1.238775,-0.2825961,-0.20017096,-0.13338292,1.6203698,1.1484079,1.3187598,-0.23662654,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,1.0,0.0,0.0,0
2286,1.9096762,-0.26830664,-0.32982343,0.09595449,-0.4845575,0.07127196,0.52278626,0.3011553,0.193267,-0.1734401,-0.28000045,0.6913177,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
238,-0.9630254,1.3648294,-0.32982343,-0.4507817,0.51295596,-0.74519265,-0.60241413,-0.4564984,-0.2590628,-0.09056398,-0.042839665,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
1050,0.7267991,-0.26830664,-0.32982343,0.9707324,0.53728557,0.118155934,0.093202956,0.1441928,0.5264191,0.2081605,0.0028515484,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
985,-0.9630254,-1.1329081,-0.32982343,-1.1068652,-1.0441382,-0.2573636,-0.6090609,-0.69547373,-0.7201757,-0.90200746,-0.74741477,-1.860529,-0.15999371,-2.2377,-0.15310897,0.0,0.0,0.0,1.0,0.0,0.0,0
552,-1.1320078,1.6530298,0.93772113,0.5333435,1.9727318,0.40551007,0.01839262,-0.011249584,0.28320596,-0.36735696,-0.13787852,-0.70059866,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
2149,0.38883418,0.8844952,0.93772113,0.75203794,2.3620055,-0.7000233,-0.70950073,-0.78491485,-0.5562244,0.23792014,0.08320307,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2036,0.7267991,-0.4604403,-0.32982343,-1.3255597,-0.31425032,-0.691388,-0.7021154,-0.6451631,-0.44350794,-0.4664901,-0.48221037,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
2093,-0.9630254,-0.84470767,-0.32982343,0.6426907,-1.2631046,0.071534686,-0.68677676,-0.6645134,-0.26615682,-0.8310635,-0.6428831,0.22734557,1.1476716,-2.2377,-0.15310897,1.0,0.0,0.0,1.0,0.0,0.0,1
1844,0.7267991,-0.36437348,0.93772113,0.31464896,1.3158327,0.7176706,0.59544647,1.3781979,1.172392,0.3187778,0.05371439,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
989,1.9096762,-0.4604403,-0.32982343,-0.12273999,1.0968664,-0.56018007,-0.46073338,-0.6319235,-0.44836175,-0.5277521,-0.5194702,-0.23662654,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1195,0.38883418,-0.7486408,-0.32982343,1.0800797,-0.8251718,-0.21431988,-0.09504532,0.27719784,0.091383,0.23412473,0.11763663,0.6913177,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1280,-0.9630254,0.11596064,-0.32982343,1.0800797,-1.4090822,-0.15214558,-0.30774143,-0.12528697,0.11597567,-0.34953532,0.31247193,-0.23662654,-0.15999371,-2.2377,-0.15310897,1.0,0.0,0.0,1.0,0.0,0.0,0
1399,1.2337464,-0.17223984,-0.32982343,0.6426907,-0.26559114,-0.45271596,-0.46180975,-0.5871125,-0.32290918,-0.5843017,-0.38323438,-0.23662654,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
623,-0.9630254,-0.36437348,0.93772113,0.86138517,-1.0198087,3.779524,1.6812204,2.5531538,2.0465016,2.6371877,1.8217018,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,1.0,0.0,0.0,0
48,-0.2870956,-0.7486408,-0.32982343,0.75203794,0.8779,-0.6096846,-0.5519481,-0.48677796,-0.39227316,1.6091996,1.0583773,-0.004640482,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1673,1.9096762,0.40416113,-0.32982343,-1.6536014,-1.1171271,-0.41519064,-0.76858294,-0.09174653,-0.7201757,-0.9198292,-0.7499159,0.6913177,-0.15999371,0.44996032,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
2387,0.38883418,0.40416113,-0.32982343,0.75203794,0.026364045,-0.22707355,-0.41408947,-0.26317528,-0.037045494,-0.51620096,-0.5055111,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
2371,1.9096762,0.019893818,-0.32982343,-1.434907,-0.26559114,-0.7554411,-0.6926201,-0.8967162,-0.5093812,-0.2922513,-0.32011345,-0.9325847,-0.15999371,0.44996032,8.910329,1.0,0.0,1.0,0.0,0.0,0.0,1
2738,0.38883418,-0.4604403,-0.32982343,-1.2162124,0.9022296,-0.6256267,-0.70950073,-0.56131214,-0.1463463,-1.0227989,-0.8823577,-0.23662654,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2619,0.38883418,-0.84470767,-0.32982343,0.6426907,-1.1657861,0.22053227,1.2356689,1.3866112,0.8121379,-0.22444084,-0.3611471,-0.23662654,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,1.0,0.0,0.0,0
2490,-0.9630254,2.229431,-0.32982343,0.75203794,-0.4358983,1.0004702,-0.31561905,-0.26317528,-0.25564715,0.5597005,-0.1196494,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
114,0.7267991,0.5962948,-0.32982343,0.20530173,-0.41156873,-0.74519265,-0.62356293,-0.80524236,-0.65310466,2.0077872,1.3477764,0.6913177,-0.15999371,0.44996032,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
1655,-1.1320078,0.019893818,-0.32982343,-1.8722957,-0.09528394,0.61785907,1.1811314,0.10949586,-0.22832192,-0.3346839,-0.6019053,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
1378,-1.1320078,-0.84470767,-0.32982343,-1.9816431,-0.65486467,-0.74519265,-0.76858294,-0.39361015,-0.7201757,-0.9064629,-0.75742406,0.6913177,-0.15999371,0.44996032,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
790,-0.9630254,0.6923616,-0.32982343,-0.77882344,-0.5818759,-0.51893705,-0.1141334,-0.50971156,-0.32290918,0.20567873,0.41251153,-1.1645708,3.1091695,-2.2377,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,1
2782,0.5578166,0.5962948,-0.32982343,-0.8881707,0.0020344474,-0.49410415,-0.50271285,-0.8128652,-0.5972122,-0.68369186,-0.3779844,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
2741,1.9096762,-0.17223984,-0.32982343,0.5333435,1.1698551,0.824469,0.55013293,1.1559564,1.1685426,0.2528376,-0.19230862,0.22734557,-0.15999371,-2.2377,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
896,0.5578166,-0.36437348,-0.32982343,0.4239962,-0.21693194,0.2232915,-0.2146869,-0.26783365,-0.5664714,-0.49990574,-0.6817803,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
1096,-1.6389552,-2.7660441,-0.32982343,-0.23208724,-0.33857992,0.57800376,0.17673305,0.27719784,-0.064370684,-0.2629021,-0.5922747,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
2743,1.9096762,0.11596064,-0.32982343,1.1894269,1.8024247,-0.27078584,-0.06531358,0.14195429,-0.029993813,-0.3423491,1.0932727,-0.9325847,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1193,0.38883418,-0.17223984,-0.32982343,-0.77882344,-1.1657861,-0.29819995,-0.07323034,-0.27750874,0.18786201,-0.6682692,-0.5637554,-0.23662654,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,1.0,0.0,0.0,0
220,-0.6250605,-0.17223984,0.93772113,-0.34143448,-0.21693194,-0.26833552,-0.017890826,0.10949586,0.06100383,0.009519146,-0.06714492,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
514,1.2337464,0.6923616,-0.32982343,-1.5442542,-0.4602279,-0.6734531,0.47214428,1.4511118,-0.10535851,-0.84705734,-0.7892602,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
150,0.38883418,1.1726958,0.93772113,1.0800797,0.3669784,0.13481267,0.61394167,1.1157079,0.3373098,0.124224424,-0.2030507,0.4593316,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
1431,-0.2870956,0.500228,-0.32982343,-1.8722957,0.6102744,-0.6734531,-0.59133625,-0.8967162,-0.47424877,-1.1218083,-0.91929716,0.6913177,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
715,0.7267991,0.7884284,-0.32982343,0.9707324,0.4156376,-0.14901212,0.33156925,0.42176855,0.50097847,-0.23123622,-0.3036424,-1.3965569,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1483,-1.6389552,-0.7486408,0.93772113,-2.0909903,-0.7521831,-0.5299739,-0.76858294,-0.8967162,-0.7201757,-1.1069568,-0.773461,0.9233037,-0.15999371,0.44996032,4.37861,0.0,0.0,0.0,0.0,1.0,0.0,1
2726,-1.1320078,-0.5565071,-0.32982343,-1.1068652,-1.0198087,-0.7021489,-0.18366869,-0.5948525,0.091383,-0.9955713,-0.44410312,0.22734557,-0.15999371,-2.2377,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
1128,-1.6389552,0.11596064,-0.32982343,-1.434907,-0.5088871,-0.26351267,-0.5406943,-0.17799327,-0.19318952,-0.60413074,-0.56008995,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
1833,-1.1320078,0.6923616,-0.32982343,-0.34143448,0.24533042,-0.44557443,-0.20556386,0.10949586,-0.28618705,-1.0073651,-0.88220525,-0.004640482,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
1665,1.064764,-0.36437348,0.93772113,-1.2162124,1.3401624,-0.6893952,-0.532254,-0.33770946,-0.1463463,-0.7158699,-0.5666516,0.4593316,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1095,-0.79404294,0.30809432,-0.32982343,-1.8722957,0.026364045,-0.72127944,-0.59133625,-0.22590813,-0.7201757,-1.1663624,-0.9713507,-1.6285429,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
953,-1.6389552,0.500228,-0.32982343,0.5333435,-1.360423,-0.4668431,0.2523583,0.43148378,-0.21848486,-0.44399026,-0.4508843,-0.23662654,-0.15999371,0.44996032,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
862,-0.9630254,0.21202748,-0.32982343,1.0800797,-1.4334117,0.096551605,1.3583782,2.0883796,0.7553855,-0.28715944,0.11480999,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
1635,0.7267991,-0.5565071,0.93772113,1.1894269,-0.41156873,0.45586655,0.0032980712,0.07703739,-0.22038881,-0.060651556,-0.26243708,0.4593316,-0.15999371,0.44996032,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
2005,0.5578166,2.3254976,-0.32982343,1.0800797,-0.33857992,-0.46779963,-0.3963648,-0.5277717,-0.57261956,-0.4594357,-0.39729935,0.6913177,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2313,0.050869286,-0.36437348,-0.32982343,1.1894269,0.3183192,0.51603514,-0.30545437,-0.15017176,-0.006194464,1.3420874,0.67803353,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,1
1730,-1.1320078,-0.17223984,-0.32982343,0.86138517,0.9265592,-0.45823437,-0.1418891,-0.32173786,-0.0350937,0.18352392,0.1587869,-0.23662654,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
188,1.9096762,-0.36437348,-0.32982343,0.9707324,1.0238776,-0.10448414,-0.035148125,0.9422231,0.19568986,0.7581745,0.7980779,-1.6285429,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
923,0.38883418,1.9412303,-0.32982343,-0.12273999,-0.33857992,-0.42425245,-0.012952111,-0.15529679,-0.33187008,-0.33077562,-0.10959277,-0.9325847,-0.15999371,0.44996032,-0.15310897,0.0,0.0,1.0,0.0,0.0,0.0,0
2815,-0.79404294,1.0766289,-0.32982343,-1.6536014,0.3426488,-0.7308447,-0.76858294,-0.49423137,-0.4250634,-0.41191116,-0.3904246,-0.70059866,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2811,-0.9630254,-0.07617301,-0.32982343,-1.434907,1.2671735,-0.38649482,-0.23684272,-0.32173786,-0.5093812,-0.024926046,0.033786006,0.6913177,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
1916,-1.1320078,0.5962948,-0.32982343,1.1894269,-1.2144454,0.27536052,-0.28830147,-0.08525485,-0.29178694,-0.48463517,0.8969855,0.22734557,-0.15999371,-2.2377,-0.15310897,0.0,0.0,0.0,1.0,0.0,0.0,0
2642,-0.11811316,-0.5565071,0.93772113,-1.5442542,-1.1171271,-0.6256267,-0.059595946,-0.56131214,-0.7201757,-1.0698284,-0.91148245,0.4593316,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,1.0,0.0,0.0,0
1054,0.21985172,0.11596064,-0.32982343,-0.34143448,-0.38723913,-0.26833552,-0.4557946,-0.1272599,-0.41638362,1.3173163,1.5274731,-0.9325847,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
2617,-0.79404294,0.30809432,-0.32982343,-1.3255597,0.026364045,-0.7810624,-0.6356479,-0.77093965,-0.6279531,-1.051264,-0.83262694,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
2724,1.9096762,0.40416113,-0.32982343,-1.7629485,0.24533042,-0.7810624,-0.6356479,-0.14205715,-0.53573054,-0.42750517,-0.4476182,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
2425,0.38883418,-0.4604403,-0.32982343,0.86138517,-1.238775,0.0849366,-0.1418891,-0.14205715,2.8896794,-0.60253954,0.43181416,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
268,0.21985172,0.30809432,-0.32982343,1.1894269,-0.65486467,-0.3309545,-0.031007783,-0.15017176,-0.1489907,0.17361733,1.1591439,-1.6285429,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
308,0.7267991,0.019893818,-0.32982343,0.4239962,-0.14394315,0.21731322,0.25058582,-0.39361015,-0.53573054,-0.31797606,-0.51928467,0.9233037,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
1917,0.38883418,0.40416113,-0.32982343,-0.12273999,0.26966003,1.3050486,-0.18087009,0.4802056,0.87187725,0.03034793,-0.33285415,-0.23662654,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2665,0.5578166,-0.17223984,0.93772113,0.4239962,-0.84950143,-0.11747145,-0.1703752,-0.14205715,-0.3205445,-0.42007947,-0.57329494,0.4593316,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
2281,0.7267991,-0.9407745,-0.32982343,0.4239962,0.4886264,-0.45225605,-0.03744012,-0.22590813,-0.10535851,0.573108,0.5144024,0.6913177,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
1242,-0.9630254,1.0766289,-0.32982343,-2.0909903,-1.0198087,-0.6734531,-0.76858294,-0.8967162,-0.7201757,-1.1960652,-0.99218005,-0.004640482,-0.15999371,0.44996032,-0.15310897,1.0,0.0,1.0,0.0,0.0,0.0,0
2740,-1.1320078,0.500228,-0.32982343,0.86138517,-1.3117638,-0.54534674,-0.42674997,-0.32173786,0.043954227,0.2503553,1.134587,-1.860529,-0.15999371,-2.2377,-0.15310897,0.0,0.0,0.0,1.0,0.0,0.0,0
1739,0.38883418,-0.5565071,0.93772113,0.31464896,0.9022296,0.7176706,0.34113583,0.2844892,0.017604932,0.018521205,-0.45762765,0.4593316,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
1090,0.38883418,0.8844952,-0.32982343,1.1894269,0.56161517,0.5762039,1.2554606,2.186837,1.9215548,0.35470852,3.3854928,0.6913177,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,0.0,1.0,0.0,0
821,0.38883418,0.21202748,-0.32982343,-0.34143448,0.22100082,-0.34429505,-0.23684272,0.050306927,0.27799806,-0.32594782,-0.45082366,-1.860529,-0.15999371,-2.2377,-0.15310897,0.0,0.0,0.0,0.0,0.0,1.0,0
2821,-0.9630254,-0.17223984,-0.32982343,0.75203794,1.656447,-0.69470924,-0.6701126,-0.15137395,2.3402476,1.5580449,1.1206896,-0.004640482,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
107,-1.1320078,0.7884284,-0.32982343,-1.8722957,1.121196,-0.6256267,-0.41408947,-0.22590813,0.017604932,0.02174978,-0.04922252,-1.6285429,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2276,-0.9630254,-0.7486408,0.93772113,-0.4507817,-1.3360934,-0.43133202,0.06226118,-0.26783365,-0.028506355,-0.5193982,-0.46987626,-0.23662654,-0.15999371,0.44996032,-0.15310897,0.0,0.0,0.0,1.0,0.0,0.0,1
2863,-1.1320078,1.556963,0.93772113,-0.23208724,0.3426488,-0.13939185,-0.059595946,-0.33770946,-0.10535851,-0.7529984,-0.7078316,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
1413,0.38883418,0.40416113,-0.32982343,-1.7629485,0.0020344474,-0.13540633,-0.3697778,0.61260194,0.7553855,0.12942243,0.06614753,0.9233037,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,1.0,0.0,0
1256,1.9096762,1.9412303,-0.32982343,-0.34143448,1.8510839,0.51657975,0.26361868,0.050306927,0.10440265,-0.34953532,-0.5409959,-0.70059866,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
2221,-0.9630254,0.5962948,-0.32982343,-0.013392751,-0.5088871,-0.5658437,-0.50271285,-0.49423137,-0.35128537,-0.8841858,-0.7169232,-0.004640482,-0.15999371,0.44996032,-0.15310897,1.0,0.0,0.0,0.0,0.0,1.0,0
