,city,bd,total_transactions,total_activity,time_on_platform_months,num_25,num_50,num_75,num_985,num_unq,total_secs,payment_method_id,payment_plan_days,is_auto_renew,is_cancel,discount,amt_per_day,membership_duration,gender_male,registered_via_13,registered_via_3,registered_via_4,registered_via_7,registered_via_9,is_churn
258,-0.78462815,0.22007515,-0.30047292,-0.80185544,-0.2803612,-0.7799614,-0.7323119,-0.86857486,-0.45581397,-0.59631157,-0.5514934,-1.1945292,8.4582615,-2.247427,-0.16804218,-0.07770046,-0.65208423,6.274276,0.0,0.0,0.0,0.0,0.0,1.0,1
2690,-1.2931601,-0.09909817,-0.30047292,-0.48154777,-0.6693128,-0.71826637,-0.79185194,-0.91052914,-0.3994962,1.2005379,1.3252332,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,-0.7298693,-0.22279501,1.0,0.0,0.0,0.0,1.0,0.0,0
791,-1.1236495,-0.33847815,-0.30047292,1.0132214,-1.2770495,1.3969362,0.2155381,0.9614981,0.110600695,0.38491294,-0.29264614,-0.041637596,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,1.0,0.0,0.0,0.0,0
530,0.7409676,0.33976516,-0.30047292,-0.80185544,-0.88809794,0.5075855,0.06155522,-0.55391806,-0.361951,-0.22601245,-0.3664561,-0.27221587,-0.17525288,-2.247427,-0.16804218,-0.07770046,1.4387815,-0.23980305,0.0,0.0,1.0,0.0,0.0,0.0,0
1915,-0.9541388,-0.1788915,-0.30047292,0.5861445,-0.3046707,-0.21183129,-0.331409,-0.22247955,-0.07660748,1.6331048,1.3244799,0.6500973,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.18877892,0.0,0.0,0.0,0.0,0.0,1.0,0
2512,0.06292504,-0.29858148,-0.30047292,0.9064522,-0.35328963,-0.40634286,-0.08729487,-0.6737873,0.23474956,-0.6076105,-0.27918187,0.1889407,-0.17525288,-2.247427,-0.16804218,-0.07770046,0.12058189,-0.22279501,1.0,0.0,1.0,0.0,0.0,0.0,0
1663,1.9275421,0.10038515,0.7344893,-1.54924,0.40030402,-0.8684802,-0.7124652,-0.8266207,-0.4370414,-0.7811016,-0.73592025,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,0.10886176,0.0,0.0,0.0,0.0,0.0,1.0,0
2422,-0.4456069,0.060488492,-0.30047292,-0.588317,-1.1068832,-0.5902781,-0.4062593,-0.5389344,-0.34854198,-1.0005076,-0.63520396,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,-2.0055468,-0.22279501,1.0,0.0,0.0,0.0,1.0,0.0,0
965,0.06292504,0.2599718,0.7344893,-0.48154777,-1.0096453,-0.46075705,-0.117064856,0.4320067,-0.09913458,-0.5193756,-0.60018003,-0.27221587,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,0.22791804,1.0,0.0,1.0,0.0,0.0,0.0,0
2247,-0.9541388,0.2599718,-0.30047292,1.2267598,0.3030661,-0.70338345,-0.5818613,-0.6317364,-0.25900447,2.4993331,2.4992447,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.22279501,1.0,0.0,0.0,0.0,1.0,0.0,0
833,-1.1236495,0.060488492,0.7344893,0.6929137,-0.11019489,-0.15166324,-0.21324493,-0.06176256,-0.26808798,-0.21163188,-0.36630568,0.6500973,-0.17525288,0.44980666,4.09676,-0.07770046,0.12058189,-0.51193166,0.0,0.0,1.0,0.0,0.0,0.0,0
2843,-0.4456069,0.18017848,-0.30047292,1.0132214,-0.25605175,-0.24024613,-0.092427656,-0.036723502,-0.23895808,-0.45263,-0.54374295,0.6500973,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.18877892,1.0,0.0,1.0,0.0,0.0,0.0,0
1476,0.06292504,-0.21878816,-0.30047292,-1.6560092,-1.2770495,0.14546295,2.2943065,1.1242516,0.29509002,-0.006709074,-0.24655503,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,-2.0055468,-0.22279501,0.0,0.0,0.0,0.0,1.0,0.0,0
550,-0.9541388,0.49935183,-0.30047292,-1.0153939,-0.42621803,0.016708223,-0.17660491,-0.4490325,-0.38072357,-0.8371857,-0.6776204,-0.041637596,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,1.0,0.0,0.0,0.0,0
2189,0.57145697,-0.4980648,-0.30047292,0.7996829,-1.1311927,-0.3343867,-0.2581968,-0.19264545,0.03435945,0.24854569,0.13387366,0.1889407,-0.17525288,-2.247427,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,0.0,1.0,0.0,0.0,0
2586,-0.78462815,0.14028183,-0.30047292,1.0132214,-0.88809794,0.91410613,0.64669,0.7010924,0.34363988,0.46524563,0.19731943,-0.27221587,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,-0.23980305,0.0,0.0,1.0,0.0,0.0,0.0,0
2362,-1.1236495,-0.13899483,-0.30047292,-0.37477854,-0.13450436,0.5277034,0.61974305,0.41627377,-0.09209486,0.36808395,0.03984383,-0.041637596,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,1.0,0.0,0.0,0.0,0
803,0.7409676,-0.4980648,1.7694516,-1.4424708,-0.59638435,3.3375063,0.3592554,0.18028116,0.29509002,0.04002773,-0.3733495,-4.9606414,5.504691,-2.247427,-0.16804218,-0.07770046,-2.6717339,2.7025878,0.0,0.0,1.0,0.0,0.0,0.0,1
2631,1.9275421,0.020591825,0.7344893,-0.90862465,0.40030402,0.10888494,-0.29027224,0.8668051,-0.14009297,-0.89013225,-0.6820528,0.8806756,-0.17525288,0.44980666,4.09676,-0.07770046,-0.7298693,-0.47791559,0.0,0.0,0.0,0.0,1.0,0.0,1
2170,-0.9541388,0.45945516,-0.30047292,0.7996829,0.57047033,-0.6443517,-0.6992341,-0.845267,-0.4036679,-0.90509385,-0.6647816,0.6500973,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.13775481,0.0,0.0,0.0,0.0,0.0,1.0,0
2135,0.4019463,-0.3783748,-0.30047292,-0.6950862,-0.9853358,-0.4178388,-0.327745,-0.30380622,-0.33307007,-0.26472932,-0.26726747,0.1889407,-0.17525288,-2.247427,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
387,0.4019463,0.6988351,-0.30047292,0.9064522,0.83787453,0.2489265,-0.0022376426,-0.04447367,0.03361451,0.2660078,0.16690938,0.6500973,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.22279501,1.0,0.0,0.0,0.0,0.0,1.0,0
1586,0.23243569,0.45945516,-0.30047292,0.47937527,0.27875665,-0.5720762,-0.7075036,-0.13437566,0.15429553,0.20360643,1.8688838,-0.041637596,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
1818,-0.9541388,0.8185251,-0.30047292,0.37260604,-0.9853358,-0.79570585,-0.7279974,-0.8594544,-0.525191,-0.50612044,-0.49496526,0.6500973,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
2589,0.4019463,-0.21878816,-0.30047292,0.2658368,-0.03726648,-0.35931396,0.30512807,-0.39182213,-0.24248897,-0.558726,-0.6598407,-3.500312,3.5735104,-2.247427,-0.16804218,-0.07770046,-0.36679247,2.6175475,0.0,0.0,0.0,0.0,0.0,1.0,1
2711,0.57145697,-0.1788915,-0.30047292,-0.05447085,-0.79086006,0.073461935,1.1740137,0.24652475,-0.46075416,-0.25931475,-0.5653946,-0.27221587,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,-0.22279501,0.0,0.0,1.0,0.0,0.0,0.0,0
1363,-1.6321814,-0.1788915,-0.30047292,-1.4424708,-1.2770495,-0.7397256,-0.7323119,-0.86857486,-0.45581397,-1.1319869,-1.000062,-1.8862641,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,-0.22279501,0.0,0.0,0.0,1.0,0.0,0.0,0
2055,-1.1236495,0.29986846,-0.30047292,-0.6950862,-0.1831233,-0.4921204,-0.5109451,-0.59425867,-0.20310588,-0.7492431,-0.59068567,0.6500973,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.10373873,1.0,0.0,0.0,0.0,0.0,1.0,0
2406,0.7409676,0.37966183,0.7344893,0.6929137,-0.76655066,-0.6902045,-0.5567451,-0.78789365,-0.39805213,0.26126698,0.54868495,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,0.15988588,1.0,0.0,1.0,0.0,0.0,0.0,0
2281,0.7409676,0.6988351,-0.30047292,1.1199906,2.150586,2.033865,1.4508226,1.9843137,2.4727118,0.078855194,0.049419988,-0.7333725,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
2806,1.7580315,0.37966183,-0.30047292,-1.0153939,-1.25274,-0.33736712,0.06155522,0.4320067,-0.09913458,-0.70776075,-0.80948424,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,-2.0055468,-0.22279501,0.0,0.0,0.0,0.0,1.0,0.0,0
2313,-0.9541388,-0.13899483,-0.30047292,0.47937527,-0.08588542,0.2594645,0.9794641,1.0193659,0.08389827,0.22877233,-0.16643542,-0.27221587,-0.17525288,-2.247427,-0.16804218,-0.07770046,1.4387815,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
1499,1.2494996,-0.09909817,0.7344893,-0.80185544,-0.79086006,-0.5251344,1.7981395,-0.23926124,-0.45581397,2.3229396,1.8686224,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,0.07484568,0.0,0.0,0.0,0.0,0.0,1.0,0
1258,0.4019463,0.2599718,-0.30047292,-1.54924,1.7616343,-0.9006689,-0.8315453,-1.0783461,-0.54967695,-1.160748,-0.8336186,-0.041637596,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
702,-0.9541388,-0.09909817,0.7344893,-1.2289324,1.6643965,0.12534502,0.73138064,1.1242516,0.64707625,-0.46508902,-0.5938558,-0.27221587,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,0.22791804,0.0,0.0,0.0,0.0,0.0,1.0,0
779,-1.6321814,-1.1763082,-0.30047292,-1.54924,-0.6693128,-0.8684802,-0.7124652,-0.8266207,-0.3244058,-0.72070324,-0.6954379,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.22279501,0.0,0.0,0.0,0.0,1.0,0.0,0
675,0.4019463,-0.019304836,-0.30047292,0.7996829,0.27875665,0.2915041,1.0649151,1.4389085,0.18036856,-0.055043712,-0.39840615,-0.7333725,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
421,1.9275421,0.2599718,0.7344893,-1.9763169,0.52185136,-0.9006689,-0.8315453,-1.0783461,-0.54967695,-0.90189815,-0.7919669,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,0.21090999,0.0,0.0,0.0,0.0,0.0,1.0,0
1727,-1.1236495,-0.21878816,-0.30047292,-0.2680093,-0.45052752,0.5288868,0.6044202,0.8466133,0.046629168,-0.5313876,-0.82716876,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,1.0,0.0,0
1574,-1.1236495,-0.45816812,0.7344893,1.1199906,0.035661936,0.6336579,-0.017831486,0.4320067,0.05104625,0.47575834,0.16687027,-1.1945292,5.9590864,-2.247427,-0.16804218,-0.07770046,-0.89996004,4.3183513,0.0,0.0,1.0,0.0,0.0,0.0,1
2414,-1.1236495,-0.09909817,-0.30047292,1.2267598,-0.35328963,2.3856907,0.3592554,0.91109705,0.613013,1.3317256,0.8686171,0.6500973,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,1.0,0.0,0.0,0.0,0
1853,1.9275421,0.2599718,-0.30047292,-1.7627784,0.20582823,-0.7933733,-0.63307846,-0.65880364,0.576679,-1.0313231,-0.9492729,-1.4251075,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
610,0.4019463,-0.1788915,0.7344893,1.2267598,0.37599453,0.2986187,-0.120906144,0.58629,0.4495098,0.27684292,0.35654655,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,0.2619341,1.0,0.0,0.0,0.0,0.0,1.0,0
37,-0.9541388,0.73873174,-0.30047292,0.5861445,-0.11019489,-0.80410284,-0.6886492,-0.8769657,-0.48209563,0.40960783,0.7517925,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.22279501,0.0,0.0,0.0,0.0,1.0,0.0,0
474,1.9275421,-0.09909817,0.7344893,-0.588317,0.20582823,0.96167564,-0.06603058,-0.0894247,-0.06695298,-0.27634436,-0.67985165,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.1292508,0.0,0.0,0.0,0.0,0.0,1.0,0
1627,-1.1236495,-0.2586848,-0.30047292,0.1590676,1.4942303,-0.60943806,-0.4346117,-0.65880364,-0.30831498,-0.5752543,-0.5706223,0.6500973,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
2206,-0.9541388,-0.3783748,-0.30047292,1.0132214,-1.3985969,0.0372424,-0.27720705,0.26708308,0.1688605,0.1736676,1.9952847,0.1889407,-0.17525288,-2.247427,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,1.0,0.0,0.0,0
1227,-1.1236495,0.10038515,0.7344893,0.1590676,1.2997545,-0.6860778,-0.5763737,-0.3591305,-0.30831498,-0.26504532,-0.2165055,-0.27221587,-0.17525288,0.44980666,4.09676,-0.07770046,1.4387815,-0.5034276,0.0,0.0,0.0,0.0,0.0,1.0,0
1657,0.4019463,-0.2586848,0.7344893,0.6929137,-0.40190858,-0.052621182,0.015755162,0.32550734,-0.073141746,0.24467397,0.1995065,0.419519,-0.17525288,0.44980666,4.09676,-0.07770046,0.12058189,-0.26531512,0.0,0.0,1.0,0.0,0.0,0.0,1
2438,0.4019463,-1.1763082,-0.30047292,-0.37477854,-1.1555022,0.1555219,-0.08729487,-0.52769667,-0.37368384,-0.38959116,-0.53348345,-1.6556858,-0.17525288,0.44980666,-0.16804218,-0.07770046,-1.9630244,-0.12074677,0.0,0.0,0.0,1.0,0.0,0.0,0
633,0.4019463,0.020591825,-0.30047292,1.2267598,0.05997141,1.2746624,-0.25535142,-0.0633241,-0.041000094,1.4319255,0.7010194,-0.041637596,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.22279501,1.0,0.0,0.0,0.0,0.0,1.0,0
144,0.4019463,-0.13899483,-0.30047292,1.0132214,1.640087,-0.29574385,-0.21561393,0.0066773873,-0.27779794,-0.2458477,-0.31773162,-0.27221587,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
2671,-0.78462815,-0.45816812,-0.30047292,0.9064522,-0.59638435,-0.1649278,-0.06603058,0.13533022,-0.1675205,-0.45199245,-0.5747284,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,-2.0055468,-0.22279501,0.0,0.0,0.0,0.0,1.0,0.0,0
2733,-1.1236495,-0.5379615,-0.30047292,0.9064522,-1.0825738,-0.53279835,-0.5338451,-0.5389344,-0.32842848,-0.70005685,-0.7138051,-2.1168423,-0.17525288,-2.247427,-0.16804218,-0.07770046,0.16310441,-0.15476285,1.0,0.0,0.0,0.0,0.0,1.0,0
2859,0.4019463,-0.3783748,-0.30047292,-1.122163,-1.349978,-0.48936918,-0.5669229,-0.23926124,-0.29937565,-0.57114553,-0.49471354,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.22279501,0.0,0.0,0.0,0.0,1.0,0.0,0
2225,-0.9541388,-0.21878816,0.7344893,1.2267598,1.4213018,0.1169085,-0.120906144,-0.022723263,0.086169146,2.6677248,2.2032423,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,0.24492608,0.0,0.0,0.0,0.0,0.0,1.0,0
382,-0.9541388,0.4195585,-0.30047292,0.37260604,-1.0096453,0.6177968,0.6698991,2.4786441,1.409203,-0.54175925,-0.56940764,-0.27221587,-0.17525288,-2.247427,-0.16804218,-0.07770046,1.4387815,-0.23980305,1.0,0.0,1.0,0.0,0.0,0.0,0
1073,-0.9541388,0.8185251,-0.30047292,-1.3357016,-0.32898015,-0.7627175,-0.4062593,-0.5389344,0.17440902,-0.23012117,-0.15509173,-0.041637596,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
2870,1.2494996,-0.29858148,-0.30047292,-1.122163,0.13289982,-0.65031254,-0.16998933,-0.09941377,0.26380235,-0.53279746,-0.4808074,0.1889407,-0.17525288,-2.247427,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
2807,-0.9541388,1.3770784,-0.30047292,-1.8695477,-1.2041211,-0.8201972,-0.8315453,-1.0783461,-0.26808798,-1.0960355,-1.0075699,0.8806756,-0.17525288,0.44980666,8.361562,-0.07770046,-2.0055468,-0.7500443,1.0,0.0,0.0,0.0,1.0,0.0,1
2867,-0.61511755,-0.1788915,-0.30047292,-0.2680093,-1.1798116,-0.17169015,-0.5863804,-0.85623544,-0.31778017,-0.4248024,-0.511785,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.22279501,1.0,0.0,0.0,0.0,1.0,0.0,0
1670,1.9275421,-0.019304836,-0.30047292,0.7996829,-0.1831233,-0.17940421,-0.3023005,0.18028116,-0.007357414,-0.093391865,-0.26932147,-0.9639508,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
2319,-1.1236495,0.020591825,-0.30047292,0.6929137,0.25444716,-0.24451524,-0.6483452,-0.25539753,-0.2247666,-0.5235791,-0.5885108,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,-0.7298693,-0.22279501,0.0,0.0,0.0,0.0,1.0,0.0,0
1150,-0.1065856,-0.21878816,-0.30047292,1.1199906,-0.76655066,0.41906664,0.0020151725,0.26418972,0.107364,0.17520487,0.2756212,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.22279501,1.0,0.0,0.0,0.0,1.0,0.0,0
769,0.7409676,-0.33847815,-0.30047292,0.7996829,-0.03726648,-0.28073892,-0.081781924,-0.9384986,-0.19508342,0.22138238,0.3731826,-0.041637596,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,1.0,0.0,0.0,0.0,0
297,0.4019463,-0.29858148,0.7344893,0.9064522,-0.40190858,0.013259434,0.52936983,1.0793006,0.657133,1.2521024,1.0921094,-1.4251075,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.16326687,1.0,0.0,1.0,0.0,0.0,0.0,0
1328,0.4019463,-0.21878816,0.7344893,-1.6560092,1.4456114,-0.2971313,1.9966062,1.4389085,0.15429553,-0.556765,-0.7754232,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,0.14287785,0.0,0.0,0.0,0.0,0.0,1.0,0
1133,-0.9541388,-0.5379615,-0.30047292,-0.588317,-1.3742874,-0.19941568,-0.108559154,0.00047728172,-0.42899597,-0.4858895,-0.5880248,0.1889407,-0.17525288,-2.247427,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,0.0,1.0,0.0,0.0,0
4,0.7409676,-1.1763082,-0.30047292,-0.90862465,1.8588723,3.1668088,6.3673863,2.5831153,-0.34488496,0.5374639,-0.72246665,-0.7333725,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
2364,1.9275421,0.060488492,-0.30047292,1.0132214,-0.8151696,-0.0904023,-0.33880016,-0.25372824,-0.18069829,0.082921445,-0.19022608,0.6500973,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,1.0,0.0,0.0,0.0,0
1699,-0.9541388,-0.41827145,0.7344893,1.1199906,-1.0582643,0.8321545,1.1729691,1.6067256,0.7268598,-0.15267164,-0.3573481,0.1889407,-0.17525288,-2.247427,-0.16804218,-0.07770046,0.12058189,-0.17177089,0.0,0.0,0.0,1.0,0.0,0.0,0
1179,0.7409676,-0.09909817,0.7344893,1.2267598,-0.06157595,1.5913572,1.6076753,2.2509263,0.9400197,0.8975259,0.35218105,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.1292508,0.0,0.0,1.0,0.0,0.0,0.0,0
1142,0.06292504,-0.019304836,-0.30047292,-0.80185544,1.3726829,-0.8872569,-0.78192866,-0.97346056,-0.45581397,0.12271585,0.00842022,-0.7333725,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
101,-1.6321814,-1.1763082,-0.30047292,1.0132214,-0.7179317,-0.17919868,0.112882845,-0.5141339,-0.0059189233,-0.59693134,-0.34673342,-0.27221587,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,-0.23980305,0.0,0.0,1.0,0.0,0.0,0.0,0
1885,-0.9541388,-0.33847815,-0.30047292,-1.8695477,-1.0825738,1.5939531,4.824758,3.9561632,-0.54967695,-0.16849023,-0.8359838,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,-2.0055468,-0.23980305,1.0,0.0,0.0,0.0,1.0,0.0,0
1091,0.7409676,-0.21878816,0.7344893,-1.7627784,0.6920177,-0.7933733,-0.8315453,-1.0783461,-0.54967695,-0.88751763,-0.7777289,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.19728294,1.0,0.0,0.0,0.0,0.0,1.0,0
609,-0.9541388,-0.09909817,-0.30047292,0.6929137,0.20582823,2.3181982,0.51955557,2.1650398,0.6849825,0.47863442,-0.23824933,0.1889407,-0.17525288,-2.247427,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
2343,0.7409676,0.020591825,0.7344893,-1.3357016,-1.349978,1.8353682,2.5707424,1.4389085,0.41577104,1.3784459,0.9661731,-0.9639508,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.4353955,0.0,0.0,0.0,1.0,0.0,0.0,0
1154,1.7580315,-0.41827145,0.7344893,-1.4424708,-0.2803612,-0.17642379,-0.33537835,-0.65880364,-0.26808798,-0.49205256,-0.5737397,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.14625883,1.0,0.0,0.0,0.0,1.0,0.0,0
731,1.9275421,0.020591825,0.7344893,0.5861445,1.3969924,-0.7719142,-0.7124652,-0.97765595,-0.50462276,-0.5757473,-0.52906334,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,0.0068135243,1.0,0.0,0.0,0.0,0.0,1.0,0
1264,1.9275421,-0.21878816,-0.30047292,1.1199906,-0.45052752,-0.13887036,0.9745024,1.690634,0.7080872,-0.12678663,-0.17944717,0.1889407,-0.17525288,-2.247427,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,1.0,0.0,0.0,0.0,0
734,-0.9541388,-0.13899483,-0.30047292,-1.0153939,-0.8151696,-0.83629155,-0.8315453,-0.95248336,-0.4933592,-1.1305488,0.11000268,0.1889407,-0.17525288,-2.247427,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,1.0,0.0,0.0,0.0,0
2803,0.4019463,-0.13899483,-0.30047292,-1.0153939,0.7892556,-0.51440483,-0.7124652,-0.95248336,-0.3244058,-0.29791516,-0.3616579,-0.7333725,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
467,-0.78462815,-1.1763082,-0.30047292,-0.37477854,-1.25274,-0.7397256,-0.3477825,-0.7636893,-0.19769073,-0.9827887,-0.53835154,0.6500973,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.20578697,0.0,0.0,0.0,1.0,0.0,0.0,0
1271,0.57145697,-0.45816812,-0.30047292,1.0132214,-1.4229064,0.5755702,1.098373,1.2219037,0.9650776,-0.0018742693,-0.3635806,0.8806756,-0.17525288,0.44980666,-0.16804218,-0.07770046,-2.0055468,-0.22279501,0.0,0.0,0.0,0.0,1.0,0.0,0
1015,0.57145697,0.18017848,-0.30047292,-0.90862465,0.37599453,0.21130341,0.8464011,0.4091224,-0.19129099,-0.3371348,-0.59114856,-0.27221587,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
1501,-1.1236495,-0.019304836,-0.30047292,1.1199906,-0.13450436,1.1808652,1.4905161,0.851549,0.1824544,0.11624462,-0.21133257,0.1889407,3.5735104,-2.247427,-0.16804218,-0.07770046,-0.36679247,2.5665233,1.0,0.0,1.0,0.0,0.0,0.0,1
1079,0.4019463,-1.1763082,3.8393762,0.7996829,-0.15881383,1.5432858,-0.12588562,0.73967105,-0.007357414,0.40832946,-0.19055033,0.46563485,0.9152964,-0.08964004,-0.16804218,-0.07770046,-0.3018088,8.049915,0.0,0.0,0.0,0.0,1.0,0.0,1
2387,-0.9541388,0.10038515,-0.30047292,-0.6950862,1.2268261,-0.44259933,-0.6483452,-0.78789365,-0.5063556,-0.6397297,-0.58411604,-0.7333725,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
1110,-1.6321814,-0.09909817,-0.30047292,-0.6950862,-1.4229064,-0.33117703,-0.14454491,0.18028116,0.6200004,0.2629262,0.19836481,-0.27221587,-0.17525288,0.44980666,-0.16804218,-0.07770046,1.4387815,-0.23980305,1.0,0.0,1.0,0.0,0.0,0.0,0
1942,-0.4456069,0.020591825,-0.30047292,0.7996829,1.3969924,3.3255847,0.95465577,1.8584509,0.36809456,0.07438122,-0.5075688,-0.9639508,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
2716,0.4019463,-0.0592015,-0.30047292,-1.7627784,0.5461608,-0.14959991,1.1531224,1.4389085,1.7030351,-0.44172066,-0.58252376,-1.4251075,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,0.0,0.0,0.0,0.0,0.0,1.0,0
2689,1.9275421,-0.0592015,-0.30047292,-0.48154777,-0.03726648,-0.4178388,-0.15675825,-0.5748952,-0.2868606,-0.70344657,-0.6469399,-1.4251075,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,-0.23980305,1.0,0.0,0.0,0.0,0.0,1.0,0
670,0.7409676,0.14028183,0.7344893,-1.8695477,-0.3775991,-0.7397256,-0.5338451,-1.0783461,-0.54967695,-1.0960355,-1.0250825,0.419519,-0.17525288,0.44980666,-0.16804218,-0.07770046,0.12058189,0.19390196,0.0,0.0,0.0,0.0,0.0,1.0,0
