,msno,city,bd,gender,registered_via,is_churn,num_25,num_50,num_75,num_985,num_100,num_unq,total_secs,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,is_cancel
711,/dzjSz+gAUjp7lIyvWI47Fl4xoHoO4+NBGZua+6x5F8=,10,26,female,9,0,1.6428571428571428,0.35714285714285715,0.21428571428571427,0.14285714285714285,31.464285714285715,28.107142857142858,7734.728214285715,39.0,30.0,149.0,149.0,1.0,0.0
712,BKoZ0JavuiQSPacsISBVLwZh61KSt1qPFmHc4iq8Nfc=,14,37,female,9,0,4.793103448275862,0.7241379310344828,0.8275862068965517,0.5862068965517241,102.20689655172414,97.62068965517241,25408.051551724137,33.0,30.0,149.0,149.0,1.0,0.0
713,K+H19x2z7wte9UCm5bpVqD1Muwtf4pw8DkIfJyrm64M=,5,35,female,9,0,20.387096774193548,4.612903225806452,3.6774193548387095,5.645161290322581,51.38709677419355,54.645161290322584,14568.514032258065,39.0,30.0,149.0,149.0,1.0,0.0
714,HKoi7bu/LiE6seMQiYNjuZMjhzbZSCRgE2mjl69Cudk=,13,25,male,9,1,1.0,0.6666666666666666,0.0,0.0,3.0,4.333333333333333,814.6179999999999,18.0,30.0,149.0,149.0,1.0,0.5
715,kbZshSuLv9xcoUpJ54+Bi92gfNJqjPyJkSRxkV9VvDY=,6,20,male,7,0,36.48,5.12,2.76,2.84,35.96,62.04,11200.009240000001,41.0,30.0,149.0,149.0,1.0,0.0
716,Nq9JAtixXzhaqtk7/vjb4UIO//PcZZqC208JtYO/tCM=,15,54,male,9,0,0.5714285714285714,0.7142857142857143,0.42857142857142855,0.14285714285714285,26.571428571428573,25.857142857142858,7263.948857142857,34.0,30.0,149.0,149.0,1.0,0.0
717,Tt5ZtYgJWqKnN17OIjOP6iNvRF7z5xamivbnOsbViks=,4,24,female,9,0,2.0,0.5,0.1875,0.375,18.1875,20.4375,4747.559499999999,38.0,30.0,149.0,149.0,0.0,0.0
718,JHUDm6hTSpsffiTJO7dyP+lvnmYK8EJr1jJY44kdfX8=,22,21,female,3,1,3.8181818181818183,1.3636363636363635,1.7272727272727273,2.5454545454545454,25.454545454545453,33.09090909090909,7011.6210909090905,16.0,75.0,150.0,150.0,0.0,0.0
719,OitQADDDqhFFxjVVPjpgL9BYo8wOSDNtr+R7u9BUPhs=,13,25,male,7,0,3.7,2.1,0.6,0.9,20.4,27.3,5738.9186,41.0,30.0,149.0,149.0,1.0,0.0
720,0ie78gu/ujeCSwN/FHx16mYfzQKu2xrbxY8GDGlRWwA=,13,36,male,9,0,2.727272727272727,1.2272727272727273,0.6363636363636364,0.5,19.363636363636363,19.454545454545453,4753.589727272727,23.0,30.0,149.0,149.0,1.0,0.0
721,lUjH6fJu+O/TnaqnhqvPwrfM0BEVHmcHzZuh9RWXC00=,4,29,male,9,0,9.766666666666667,2.3333333333333335,1.4666666666666666,1.2,28.533333333333335,37.266666666666666,7957.555966666667,38.0,30.0,149.0,149.0,0.0,0.0
722,IwmYy68z7VRGTDbk8AjvZFjEsLnBPwT1b0W6gvwKUcc=,4,39,male,7,0,2.0,1.0,0.0,0.0,7.0,10.0,1843.259,41.0,30.0,149.0,149.0,1.0,0.0
723,wfITbCxJiSXWuTVOLfm9o53bo1LsfldNa8cnCIRU19Y=,5,39,male,9,0,0.8571428571428571,0.35714285714285715,0.21428571428571427,0.35714285714285715,11.428571428571429,5.285714285714286,5161.254857142857,33.0,30.0,149.0,149.0,1.0,0.0
724,yDky6YuKCA+NivZJKlZRZ3PzROMMSScRuQHxd+Xo6Eg=,15,28,male,9,0,2.0,0.65,0.5,0.75,26.05,24.4,6295.070900000001,39.0,30.0,149.0,149.0,1.0,0.0
725,m18FTUTPe3oKgHZykjb1c1ru8buJnOObdNz6vVpt1+k=,4,29,female,9,0,14.185185185185185,3.0,2.259259259259259,3.7037037037037037,112.0,110.11111111111111,29341.458703703705,40.0,30.0,149.0,149.0,1.0,0.0
726,SFgWT2WzEXMFvKs4DcWPz1Ew0QNU7Ey+8J7xpiFpqXk=,18,20,female,3,1,15.4,2.066666666666667,1.0333333333333334,0.8666666666666667,60.333333333333336,54.833333333333336,15824.628633333334,38.0,195.0,894.0,894.0,0.0,0.0
727,U+Ki9ChLLX/NbVhmDM8YhBY40VgI/8ibubvfFAqZ46w=,13,38,female,3,0,5.666666666666667,2.2222222222222223,1.4444444444444444,0.6666666666666666,20.444444444444443,29.0,5953.683333333333,39.0,30.0,149.0,149.0,1.0,0.0
728,DNZphReOtiz91wwazh8sNpimOx2AmngSyayBU5kqe4A=,5,31,male,9,0,10.32258064516129,3.2580645161290325,2.774193548387097,2.967741935483871,85.12903225806451,55.096774193548384,21314.403677419356,33.0,30.0,149.0,149.0,1.0,0.0
729,cSLF2AE34FbYLu3BGDgKG4bvvVpWRif0YgTaNuVe4FM=,4,26,male,7,0,13.451612903225806,2.7419354838709675,1.0,1.0,42.354838709677416,46.774193548387096,10984.889225806452,41.0,30.0,99.0,99.0,1.0,0.0
730,pkRWdnORSoQZOh2qIahPSoRfkM/RKOob+jb9+QfSxMY=,6,35,male,9,0,5.931034482758621,3.8275862068965516,1.6551724137931034,1.9655172413793103,19.275862068965516,28.24137931034483,6120.792724137931,38.0,30.0,149.0,149.0,0.0,0.0
731,PRFOxT6F4FDWZvzkmoGp7XVNrYUbHo2/0Rb2pFfSvJI=,5,50,male,9,0,2.142857142857143,0.7142857142857143,0.2857142857142857,0.2857142857142857,32.0,34.857142857142854,8351.123142857143,31.0,30.0,149.0,149.0,1.0,0.0
732,6s6hTdG1+nxri478mi+PmSRTE5os1V98pJuo00xwaxY=,5,48,male,9,0,2.0689655172413794,0.8275862068965517,0.3793103448275862,0.20689655172413793,18.03448275862069,12.96551724137931,4097.004448275862,36.0,30.0,180.0,180.0,1.0,0.0
733,B5pabwoUZdTanVPpdqDJHRaw/CLtPJbTofj3rYdwx2Q=,13,25,female,3,0,14.03225806451613,3.096774193548387,1.5483870967741935,2.4516129032258065,58.645161290322584,58.354838709677416,15599.326580645162,40.0,30.0,149.0,149.0,1.0,0.0
734,4mdp4MLYN7LVrNS1fwPCOIb95UpBkClKeKmsB6DRgGM=,13,20,male,9,0,44.16129032258065,9.32258064516129,6.387096774193548,10.838709677419354,64.93548387096774,71.2258064516129,21842.36441935484,38.0,30.0,149.0,149.0,0.0,0.0
735,3YfpF+DReEVn6zzQwzIT5xTNddOYbfBuKLAs+laLljs=,13,29,male,9,0,3.625,1.0,1.0,0.125,6.5,6.75,1928.58075,37.0,30.0,149.0,149.0,1.0,0.0
736,Mhv83ntv4ogBHeBWJVO7Zqs0RuT56OZ8Dt33836HUCs=,22,56,male,9,0,3.3870967741935485,0.9354838709677419,0.7741935483870968,0.5161290322580645,34.03225806451613,28.677419354838708,17196.275838709676,39.0,30.0,149.0,149.0,1.0,0.0
737,1HXmaelbZcDbhY6yKNsUNZ6NTrcUGCVzXIGUUaRIf8M=,13,34,male,9,0,1.6,0.6,0.8,0.8,22.2,23.8,6045.121399999999,36.0,30.0,180.0,180.0,1.0,0.0
738,RkhmzGuWrIRnfKenh5T46kMzGgZd4vythBoggAQQYus=,5,37,male,7,0,0.38461538461538464,0.8461538461538461,0.15384615384615385,0.23076923076923078,7.461538461538462,7.538461538461538,2037.257076923077,41.0,30.0,149.0,149.0,1.0,0.0
739,zkqrEXAIyMtfrDuIS2D7Cb9JANzNflpDmtB7oFy15UU=,13,28,female,7,0,2.5833333333333335,0.5,0.3333333333333333,0.875,24.375,22.208333333333332,5636.691750000001,41.0,30.0,149.0,149.0,1.0,0.0
740,zZsV7qDWKnCY4E1cbdbMLN8aZtWPSv2mRVKIxn/eIJI=,13,25,male,3,0,2.6315789473684212,1.6842105263157894,1.0,1.105263157894737,15.736842105263158,22.105263157894736,4493.151894736842,40.0,30.0,149.0,149.0,1.0,0.0
741,Ver6CUUGe2JdRUBi3zoHXSlEoL3dHtG48ZIEcwPKGjg=,13,25,female,9,0,1.0526315789473684,0.42105263157894735,0.15789473684210525,0.5789473684210527,61.68421052631579,48.94736842105263,15527.41205263158,40.0,30.0,149.0,149.0,1.0,0.0
742,nQbRCP6x9SFrn8FQYUU5xr1JtaqQQ9BKY97ehsBhtv0=,5,29,male,9,0,2.9130434782608696,0.4782608695652174,0.5217391304347826,0.2608695652173913,18.26086956521739,18.391304347826086,4761.179913043478,38.0,30.0,149.0,149.0,0.0,0.0
743,KrjE94XpJ3X1EhWLITghVISrlAw6foScDiWzJIaZQoY=,10,0,female,7,0,1.5,0.875,0.5,0.375,16.0,9.25,4105.993125,41.0,30.0,100.0,100.0,1.0,0.0
744,roG65afuogsvD7u2ODUrv8GcWZSvBXfrbVfnWqfqnLU=,22,31,female,9,0,2.24,0.28,0.64,0.2,26.36,19.56,6782.2222,36.0,30.0,180.0,180.0,1.0,0.5
745,UDztN9CZNsiLYdqGfpn0ZysgT31C87wkeJqirYmADjw=,13,28,male,9,0,4.741935483870968,1.096774193548387,1.3225806451612903,1.064516129032258,81.3225806451613,76.45161290322581,20784.18022580645,39.0,30.0,149.0,149.0,1.0,0.0
746,N9ODjpbVSPBnYcqcqdbMU/r+sI/CnlZO0mzwE7x3/CQ=,13,19,female,7,0,4.96,1.92,2.48,2.84,12.96,17.28,3820.697,41.0,30.0,99.0,99.0,1.0,0.0
747,IB45tC30TG7YGfhkx9ALT8yuTMeVzlfm/yms2v2Qmho=,15,21,male,3,0,3.9285714285714284,1.2142857142857142,0.4642857142857143,1.75,50.892857142857146,46.464285714285715,12459.274821428571,36.0,30.0,180.0,180.0,1.0,0.0
748,nr83vKOmBO08ght/9mHjjCpJVr2HBPskyu5hjmdEehw=,15,28,male,9,0,0.5,0.0,0.5,0.25,6.0,5.75,1758.75,16.0,30.0,149.0,149.0,1.0,0.0
749,565QdjbAJ0yccOXRRMItiWaOHE+HhZ2ws4Fn3iNZPCw=,5,52,female,9,0,13.533333333333333,3.033333333333333,2.4,3.3666666666666667,33.833333333333336,34.266666666666666,9145.161466666666,34.0,30.0,149.0,149.0,1.0,0.0
750,+nLKPsaiThPWTfVliKkGsHFn4QA+uz46LmsDRhjzIVY=,8,50,female,9,0,6.821428571428571,2.25,1.6071428571428572,1.0714285714285714,15.357142857142858,23.964285714285715,4232.337964285714,36.0,30.0,180.0,180.0,1.0,0.0
751,vPJBmE9VrCLlfkRpSL2zvQTq6g8ECwGB87xwq8ZY6Cs=,18,21,male,7,0,5.566666666666666,0.8666666666666667,0.7333333333333333,0.5,40.233333333333334,30.766666666666666,10397.700633333334,41.0,30.0,149.0,149.0,1.0,0.0
752,g3ir6sMrnWBkGpiPFDbC31AUR4OYTvpwO9XeQgC7oWE=,15,22,male,9,0,1.2222222222222223,0.2222222222222222,0.3333333333333333,0.4444444444444444,4.444444444444445,4.888888888888889,1375.0005555555556,37.0,30.0,149.0,149.0,1.0,0.5
753,oBwJ1c5GwWB8tdSu0pNNVBBf/8oTbY738f6ZzJxtEmw=,5,23,male,9,0,1.75,2.1,0.75,0.65,13.75,18.35,3824.0179000000003,40.0,30.0,149.0,149.0,1.0,0.0
754,ocL2XksPtbt+Udpf3iDvGftKgP2rndWwud3ny4Xe5m0=,13,24,female,9,0,10.064516129032258,3.870967741935484,2.5483870967741935,1.5483870967741935,22.129032258064516,26.516129032258064,6268.718903225807,34.0,30.0,149.0,149.0,1.0,0.0
755,A5BZ9IA22Smas8VpPJzjapx0vm6f/nVqcok93Byjx6w=,18,22,female,4,0,0.5,0.0,0.0,0.0,19.0,19.5,4945.2675,39.0,30.0,149.0,149.0,1.0,0.0
756,KfJ2b04U0viOcpQPHOv+D7g1LSGLfdk+I6vWMnb8dvI=,22,30,female,9,0,3.44,0.6,0.8,0.52,32.8,32.4,8067.574079999999,39.0,30.0,149.0,149.0,1.0,0.0
757,AvN+chE6ojIx6n4+NNpD9iKGRNOBUmKO+D8r0QrVogo=,5,28,female,9,0,3.0,1.125,0.625,0.75,2.5,7.5,1059.081875,40.0,30.0,149.0,149.0,1.0,0.0
758,YkntYVPmT6lwJd4aFMoiTf4oGUIGS6qvZjoz78ctxK0=,17,36,male,9,0,2.888888888888889,0.2222222222222222,0.5555555555555556,0.4444444444444444,11.777777777777779,13.88888888888889,2904.6777777777775,33.0,30.0,149.0,149.0,1.0,0.0
759,JkfEZC4gADlR1IQezTKo0cgvwdSdqJD+l8pyXNgGeYw=,15,37,female,4,0,2.4782608695652173,1.173913043478261,0.2608695652173913,0.43478260869565216,37.08695652173913,34.78260869565217,9366.088434782609,39.0,30.0,149.0,149.0,1.0,0.0
760,LZc/3OFq44nLMKTvikzeJb6LAGxYIclCbyXJGjXoL4o=,5,28,male,9,0,2.56,0.56,0.36,0.32,19.88,21.32,5006.401879999999,31.0,30.0,149.0,149.0,1.0,0.0
761,MKm54oh5UHcEx/OYPtEAfMeIwQQWw1KyLbNVdZT6IjU=,13,22,female,3,0,3.7,1.0666666666666667,0.6,1.4,17.366666666666667,19.233333333333334,4737.874566666666,37.0,30.0,149.0,149.0,1.0,0.0
762,qJdyhtPKgt8AJNLCci8sBCLbeFZPX7CG1ZeNKcNjSLM=,3,27,male,9,0,2.4482758620689653,0.7931034482758621,0.8275862068965517,0.7586206896551724,11.862068965517242,14.413793103448276,3263.8968620689657,39.0,30.0,149.0,149.0,1.0,0.0
763,enENWLCGkkZJtZQHksG+pz0MAS3HFKJfVjg2EGvWzho=,5,37,female,9,0,4.0,2.0,1.0,1.0,16.0,23.0,4642.951,39.0,30.0,149.0,149.0,1.0,0.0
764,QBbV8ooNCIHg1f+3G3qu90o4rVHzR0ACWt/ZctIazco=,4,22,female,3,0,7.517241379310345,4.137931034482759,1.9655172413793103,0.9310344827586207,28.93103448275862,38.89655172413793,8049.238724137931,36.0,30.0,180.0,180.0,0.0,0.0
765,u0NUkHxl/fhxoBNmznJ8oKtCaFisIinxqIO27Y8Sjls=,15,31,male,9,1,5.064516129032258,1.2580645161290323,1.1612903225806452,0.8709677419354839,29.032258064516128,30.06451612903226,7688.081064516129,40.0,30.0,149.0,149.0,1.0,0.0
766,xTCAmVHJHh7/BkiKGcSYVwMUA3E6WfmIAoawsjPcaUE=,13,34,female,9,0,1.0,1.0,0.0,0.0,0.0,1.0,73.88,39.0,30.0,149.0,149.0,1.0,0.0
767,NyfvGMR2Ito1ADBwaNFUV5a9mwhGe0QMK1RqiwxDgus=,22,24,male,7,0,7.6,1.16,1.2,1.24,35.64,35.76,9249.93948,37.0,30.0,149.0,149.0,1.0,0.0
768,IJsT0gHHtGop7gF/DrrevBLr5cCNQ74OzC2PS5o1okc=,4,19,female,3,0,20.7,4.566666666666666,1.8666666666666667,1.8666666666666667,21.666666666666668,42.766666666666666,6441.0816,38.0,30.0,149.0,149.0,0.0,0.0
769,uvFvg1ollSJArKchLih/gMq3R3udqpVPvtKuvnWr1nU=,5,37,female,9,0,3.896551724137931,1.3793103448275863,1.3793103448275863,0.6896551724137931,74.75862068965517,67.75862068965517,17703.28203448276,40.0,30.0,149.0,149.0,1.0,0.0
770,deQXoPgeC/y/w28LdVaboBJRMO257OAKocZGCecYFA0=,5,27,female,9,0,13.580645161290322,1.5483870967741935,1.0,1.8064516129032258,33.903225806451616,45.45161290322581,9586.435806451613,40.0,30.0,149.0,149.0,1.0,0.0
771,PC4Z6VK9xilxxvZ5KZzqTMobWEjbT9VOYCwDvXHjrT8=,4,15,male,3,0,6.25,1.75,0.5,4.166666666666667,10.916666666666666,16.916666666666668,3789.961,38.0,30.0,149.0,149.0,0.0,0.0
772,lXd530WlL9t03Syrz2A6QLYQR7bnksmkDHS92Tt41iA=,13,34,female,9,0,0.9565217391304348,0.5652173913043478,0.391304347826087,0.34782608695652173,68.65217391304348,66.47826086956522,18536.467086956523,39.0,30.0,149.0,149.0,1.0,0.0
773,fGWf3wj22DZgV5XbU4v6cnQkUPJy5CgoxswtX1DZMHo=,13,23,male,9,0,7.758620689655173,4.206896551724138,2.7586206896551726,1.4482758620689655,27.586206896551722,31.03448275862069,7378.296517241379,36.0,30.0,180.0,180.0,1.0,0.0
774,M0/1vD/BDmxDHUfWkT/e0LOeJ9XxwNnwFkdtvwOii04=,13,55,male,9,0,8.75,1.25,0.8333333333333334,1.25,13.916666666666666,22.0,3897.076333333333,40.0,30.0,149.0,149.0,1.0,0.0
775,zjy5ArJ+1YAixjTkn5xSXOXQVK+IrFB7E2OK85Lg+Fs=,14,39,female,7,0,4.0344827586206895,0.7931034482758621,0.8275862068965517,0.6896551724137931,23.379310344827587,22.724137931034484,6134.077620689654,41.0,30.0,149.0,149.0,1.0,0.0
776,sXwbREYrl2UDjacl3TJbNitKWqazDs3m2K5j42I8/58=,11,42,female,9,0,1.0,0.0,0.0,0.0,2.0,1.0,519.923,40.0,30.0,149.0,149.0,1.0,0.0
777,h4YPhxeU2tYHH/nroKle+JyrqjdLeUwXcUcDABSFkkw=,6,27,male,3,0,11.176470588235293,3.8823529411764706,4.470588235294118,2.176470588235294,23.823529411764707,34.23529411764706,7111.367764705883,34.0,30.0,149.0,149.0,1.0,0.0
778,UnDtA3jO0MSB+LYNTbAP4wlk2JKQ8zd67VvlGiNuNx0=,22,30,female,3,0,9.909090909090908,0.8181818181818182,0.36363636363636365,0.4090909090909091,11.181818181818182,21.5,2879.6462272727276,40.0,30.0,149.0,149.0,1.0,0.0
779,PUDCEkoDqTE2EwxEQEjmcQWcXJ49ngiCivQkPgMsxl8=,5,0,male,7,0,5.32258064516129,0.4838709677419355,0.6129032258064516,0.45161290322580644,24.516129032258064,26.967741935483872,6316.992096774194,41.0,30.0,99.0,99.0,1.0,0.0
780,ciSsOChEirRHd+u7Hp22mo/mUcRldLyz1V3L1111beE=,15,26,male,9,0,3.0,0.8709677419354839,0.8709677419354839,0.6129032258064516,16.64516129032258,14.580645161290322,4737.972483870968,36.0,30.0,180.0,180.0,1.0,0.0
781,bWzVusiF8SdK/jBw20Wu391O8EuFrpq0Yg/WVhRdyMo=,4,33,male,7,0,5.0,3.85,1.05,0.8,17.4,18.5,4750.283649999999,41.0,30.0,149.0,149.0,1.0,0.0
782,pDqHgXaXzYBHmXO4xgpVmnJiFmNT10iR/zh5FwrvVHg=,14,23,male,7,0,2.8947368421052633,0.6842105263157895,0.5789473684210527,0.3157894736842105,46.78947368421053,34.63157894736842,11235.783947368422,41.0,30.0,100.0,100.0,1.0,0.5
783,oy+9p8xeFiCgtSzJJBeanvXblt9PHbbPuLINdrupfUA=,11,23,female,9,0,2.3333333333333335,2.25,0.25,0.6666666666666666,2.3333333333333335,5.833333333333333,985.5366666666667,39.0,30.0,149.0,149.0,1.0,0.0
784,nqStowIWysK7Di/BdFZso0n53kBLUm29S6l0bGqyo9A=,9,33,male,3,0,1.5454545454545454,0.45454545454545453,0.13636363636363635,0.36363636363636365,16.227272727272727,16.40909090909091,4226.900227272727,37.0,30.0,149.0,149.0,1.0,0.0
785,HLPpv1OAJyW26e5KbRB5Y7rNBC4ZrlOwHb5EnZnFzUA=,13,24,male,9,1,1.7058823529411764,0.17647058823529413,0.23529411764705882,0.4117647058823529,21.176470588235293,22.41176470588235,5719.109411764706,39.0,30.0,149.0,149.0,1.0,0.0
786,AIDN+HYqxgWiXY+TiyiJj2SgrIOrA3jC8wga8WwWaaw=,9,24,female,3,0,1.903225806451613,1.6774193548387097,1.3548387096774193,1.3548387096774193,33.645161290322584,36.74193548387097,8847.85658064516,40.0,30.0,149.0,149.0,1.0,0.0
787,1hRnLG4FuaZvxJL2T1tvT4U3s7gY+sqQjvZpnvLdWZ0=,22,30,male,9,0,1.4545454545454546,0.5454545454545454,1.0,0.6363636363636364,9.727272727272727,11.0,2494.289181818182,34.0,30.0,149.0,149.0,1.0,0.0
788,xkhZjiQQ9RpWe7MpFxBxGZfTEOQYCFitQ9NnE5DNjC8=,5,40,male,3,1,1.6666666666666667,0.5,0.16666666666666666,0.2222222222222222,12.555555555555555,10.722222222222221,3220.801055555555,40.0,30.0,149.0,149.0,1.0,0.0
789,nME2whtiTgX7aEF6ms2QioqDl/y/LFM6k312plFRiLw=,22,33,female,9,0,0.7586206896551724,0.5172413793103449,0.2413793103448276,1.206896551724138,71.58620689655173,70.79310344827586,18193.19751724138,40.0,30.0,149.0,149.0,1.0,0.0
790,X3YreuI6tnVx++TfPOQ4XwX3ItX+PEsdJ7+T3WRdjwk=,1,18,male,3,0,0.5625,0.625,0.625,0.375,6.625,7.375,1958.6495625,30.0,30.0,149.0,149.0,1.0,0.0
791,3OdwwW1MaQtw01ua6lyq9k/uN2Cj+HSL7nmKGCM3k5s=,5,35,female,9,0,1.1481481481481481,0.18518518518518517,0.18518518518518517,0.14814814814814814,8.703703703703704,9.481481481481481,2463.07062962963,37.0,30.0,149.0,149.0,1.0,0.0
792,xTMvIrT0RPmLGb9SP+dxEMh7ZnzGycWH+rPrCgoiQ+A=,13,24,female,9,1,14.333333333333334,3.3333333333333335,2.259259259259259,1.8518518518518519,27.444444444444443,32.77777777777778,7184.555111111112,39.0,30.0,149.0,149.0,1.0,0.5
793,wjkNWN2W9+cIrlnkrBH6pIdC3vrSFlIXa62XyuE/SBk=,5,27,male,9,0,49.03333333333333,0.9,0.5666666666666667,4.2,14.766666666666667,46.733333333333334,4587.2283,37.0,30.0,149.0,149.0,1.0,0.0
794,6+GmjaX3YpEznSmRLlu1vSOaNGqF9eXeYVQXePz5vBM=,13,32,male,9,0,2.4,0.6666666666666666,0.4666666666666667,0.6666666666666666,15.533333333333333,14.333333333333334,3993.9292,40.0,30.0,149.0,149.0,1.0,0.0
795,x/q1sulxnaxDraPCY7dC7tFbSgtl0WvJYWmkuyj+IXA=,13,46,male,7,0,0.8181818181818182,0.4090909090909091,0.18181818181818182,0.45454545454545453,22.727272727272727,21.90909090909091,6100.473772727273,41.0,30.0,99.0,99.0,1.0,0.0
796,3SLeI+HM6TdZBn8und1VmHh6cKCWMnVHPcHGVVYFLI8=,5,25,male,3,1,14.137931034482758,1.6551724137931034,1.0689655172413792,1.1724137931034482,27.06896551724138,41.0,7234.485103448276,36.0,30.0,180.0,180.0,0.0,0.0
797,FmG5bkMey5wbC5h8hXfJyefqUrMTvFOKWYFAdpsWPZ0=,22,23,male,3,0,5.0625,1.875,0.6875,0.5625,13.25,18.75,3697.53625,40.0,30.0,149.0,149.0,1.0,0.0
798,9c6cDMTCTEAjHHfj+Iu571Ej4l4+5G2W1DQ2qgNKZQA=,5,22,male,4,0,15.933333333333334,4.4,5.1,5.366666666666666,11.033333333333333,17.4,5189.652566666667,36.0,30.0,180.0,180.0,0.0,0.0
799,ACUpug8MsWPg1ZoJzKvHZngfaro0gNXF4mpH1KjffzI=,5,31,female,3,0,8.206896551724139,1.3103448275862069,1.5517241379310345,1.5172413793103448,85.0,14.172413793103448,24049.829206896553,38.0,30.0,149.0,149.0,0.0,0.0
800,/NioztjPujfgDxGwhiNJfXYRztTXmpnzkIaoJPBdj6g=,22,26,female,9,0,3.8,0.6666666666666666,0.26666666666666666,0.2,13.6,18.133333333333333,3673.9365333333335,40.0,30.0,149.0,149.0,1.0,0.0
801,aySJUd2DsrA7uJ31pRAVeklNrX48aVG7fZijGpKjKoM=,13,31,male,7,1,1.0,1.0,0.0,0.0,22.5,7.0,4777.702,41.0,30.0,149.0,149.0,1.0,1.0
802,IgsIkXoOKEhUs3mzNsJg+4aRqzfIEGfkcM+5dc4IUL8=,10,62,male,9,0,2.3,0.3,0.2,0.3,15.0,16.9,3724.2486000000004,34.0,30.0,149.0,149.0,1.0,0.0
803,FxEjtSHhBdL7Ih8VGECDRxWIE18CV6u1501Vj+cZg4o=,4,35,female,7,0,3.4545454545454546,1.0,0.2727272727272727,0.36363636363636365,35.81818181818182,38.54545454545455,9215.308727272726,41.0,30.0,149.0,149.0,1.0,0.0
804,vb7yDymgIRA+duphl2l34cV02hP9gp5k0G4C9w5cTYw=,13,29,male,9,0,6.722222222222222,1.3888888888888888,1.0555555555555556,0.7222222222222222,16.88888888888889,19.0,4616.265111111111,34.0,30.0,149.0,149.0,1.0,0.0
805,Sx1dsL3bDhhrMGYcl9RdIzTtyIiEMHPhev3cimpYbT8=,13,18,male,3,0,12.516129032258064,2.6774193548387095,1.4516129032258065,1.8064516129032258,46.16129032258065,50.483870967741936,12192.219516129033,30.0,30.0,149.0,149.0,1.0,0.0
806,TsN+E3pO5sEVfUY68S6Y+/VQlMi1VbjACvSADzwjz4Q=,4,28,female,9,0,4.75,0.9166666666666666,1.3333333333333333,0.9166666666666666,15.916666666666666,22.083333333333332,4692.810583333333,33.0,30.0,149.0,149.0,1.0,0.0
807,mYruQFIHoB3oKUEGtGYRlQ5LaveH0cajH2xqJQzoVcA=,6,26,male,9,0,12.586206896551724,2.4827586206896552,1.4482758620689655,1.1379310344827587,24.137931034482758,29.896551724137932,6823.507827586207,34.0,30.0,149.0,149.0,1.0,0.0
808,mYan9qaPvn5fK7lveKURqMhO1oX6MtncRLNOC6BqEsE=,4,20,male,4,0,4.916666666666667,1.875,0.75,0.4166666666666667,25.833333333333332,30.291666666666668,6388.986708333333,37.0,30.0,149.0,149.0,1.0,0.0
809,mnnkGRsMF28v6a9rrCfysmj9wqZ6hvN/M0I7R1bVSFU=,13,29,female,9,0,1.8620689655172413,2.103448275862069,0.2413793103448276,0.3103448275862069,27.24137931034483,29.137931034482758,6747.463310344827,37.0,30.0,149.0,149.0,1.0,0.0
810,0+m6nSYCoO3vwda1Q62GoRdRTSdLgDc8VjI7WVo9qu8=,13,22,female,3,0,13.523809523809524,5.9523809523809526,3.238095238095238,1.5714285714285714,38.333333333333336,21.61904761904762,11375.144714285714,16.0,30.0,149.0,149.0,1.0,0.0
811,XGZmuqls9eepO/7s3v6h0MMDXxdvP1OZiUn43f0FRBA=,13,27,female,9,0,3.8421052631578947,1.3157894736842106,1.263157894736842,0.9473684210526315,62.73684210526316,50.68421052631579,14627.477368421052,40.0,30.0,149.0,149.0,1.0,0.0
812,hjdT/U6lQynNeDdeJUepcLQhPjpNUfJ6HO1HXc+HRig=,15,21,male,9,0,2.0,4.0,0.0,0.0,1.0,5.5,639.976,36.0,30.0,180.0,180.0,1.0,0.0
813,DvzLfQdu3nKR/sx0mRbGHFXu6/VRuuDwBaZgug8Jp7c=,13,27,female,9,0,9.592592592592593,2.0,1.4444444444444444,1.037037037037037,41.48148148148148,48.22222222222222,10802.894148148147,39.0,30.0,149.0,149.0,1.0,0.0
814,XPabW4z9tZF8ybu0f+pWajeyXirzN8SIfkhENJasaRQ=,1,25,female,9,0,7.896551724137931,0.896551724137931,0.6896551724137931,0.8275862068965517,17.724137931034484,26.689655172413794,4892.530620689656,32.5,30.0,180.0,180.0,0.0,0.0
815,d2gN9ZG5z8uFvemKGJcXi2h99ozMRkxDdPwX/+YxaBo=,4,18,male,9,0,8.516129032258064,2.774193548387097,2.193548387096774,4.0,30.70967741935484,21.612903225806452,9895.882322580646,40.0,30.0,149.0,149.0,1.0,0.0
816,/4q1bwFtokuZUopwDJrV4xN7w1RrFCmemxSBy5ZXWQE=,22,23,male,7,0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,37.833333333333336,2.6666666666666665,10223.348333333333,39.0,30.0,149.0,149.0,1.0,0.0
817,fKgQQzZX3HqCFWsNPvVzN+zNDvnuJ2FeJPfHebQUr1Y=,15,25,female,3,0,13.518518518518519,1.3703703703703705,0.8148148148148148,0.5555555555555556,8.962962962962964,23.40740740740741,2420.766148148148,39.0,30.0,149.0,149.0,1.0,0.0
818,NhfOUEr25R002Z0iWjCj3BOW3ZZcXnua5Pt1d49jNI8=,12,52,male,3,0,26.0,0.0,1.0,4.0,13.0,40.0,4263.448,34.0,30.0,149.0,149.0,1.0,0.0
