,msno,city,bd,gender,registered_via,total_transactions,total_activity,time_on_platform_months,is_churn,num_25,num_50,num_75,num_985,num_100,num_unq,total_secs,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,is_cancel,discount,is_discount,amt_per_day,membership_duration
801,/cQsRknkFBemLgLfYps0iKP9WFrhpmiqDhY2SKlaqEs=,5,33,female,7,1.0,31.0,73,0,6.129032258064516,1.064516129032258,0.6774193548387096,1.1290322580645162,60.193548387096776,50.12903225806452,14456.028322580645,41.0,30.0,99.0,99.0,1.0,0.0,0.0,0.0,3.3,32.0
802,RAD4hwwPPsKeIOeC8Zv+1jHeQtxtIzxi4GN8egkz/Jo=,10,34,male,7,1.0,19.0,18,0,5.157894736842105,0.8421052631578947,0.8421052631578947,0.8421052631578947,28.57894736842105,18.263157894736842,7543.716736842104,41.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
803,+W+TBouWRSZxp3jIRYIceV2hU2M228O7G1uTKohR0eI=,12,26,female,9,1.0,22.0,73,0,0.5909090909090909,0.045454545454545456,0.09090909090909091,0.045454545454545456,4.954545454545454,5.545454545454546,1329.1443636363636,33.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
804,I9CnYtiaQWvI+4IuWgYc7DTMBwyPd7dxoDkblg3czMM=,22,54,female,9,1.0,28.0,19,0,5.285714285714286,1.9285714285714286,0.6785714285714286,1.1071428571428572,13.214285714285714,14.321428571428571,3682.1964999999996,34.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
805,QYjW/JF4yvLVNc7suNZThyHyG95HDktB4uAE7ctkOj0=,4,38,male,4,1.0,21.0,15,0,9.428571428571429,0.42857142857142855,0.42857142857142855,0.2857142857142857,15.285714285714286,25.238095238095237,4171.069523809523,37.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
806,PrApfBC9a4DpPtVeUrwMvWWIZYaG8pBJy4hGdy0RKrs=,14,33,male,3,1.0,9.0,51,0,6.666666666666667,0.8888888888888888,0.5555555555555556,0.6666666666666666,7.666666666666667,8.555555555555555,1992.241111111111,37.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
807,sGylmIgFt52LEIyrrB0qsheNDFAgbSF12igJ6Nx/D8g=,14,18,male,3,1.0,25.0,20,1,8.48,1.68,1.76,1.44,36.36,26.0,10053.2666,36.0,30.0,180.0,180.0,0.0,0.0,0.0,0.0,6.0,32.0
808,3xV3paBVF+VaJ5R5Lb60PWFJ1A2FfgtJQXdYNs++FsE=,4,28,male,9,1.0,27.0,149,0,2.962962962962963,0.8518518518518519,0.6296296296296297,1.6666666666666667,22.22222222222222,25.444444444444443,5915.1473703703705,34.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
809,eaIFzqGMKWPLQW7NqxcIdsFRyVL7f3bG0IQ1TPndlyc=,5,25,male,9,2.0,31.0,36,0,6.838709677419355,1.6774193548387097,1.2580645161290323,1.6129032258064515,34.67741935483871,28.741935483870968,9567.539419354838,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,43.5
810,h/1qWRC0/R6fceKKCnTvKd4+B0OKNOjW2mldQKBIwp8=,22,24,female,7,1.0,27.0,14,0,2.7037037037037037,0.7777777777777778,0.5185185185185185,0.2962962962962963,16.555555555555557,8.0,4540.541074074074,41.0,30.0,99.0,99.0,1.0,0.0,0.0,0.0,3.3,31.0
811,xunKBNhg41BGtd/LrzNWCNwn+48CkLogzKDNag5saEE=,18,26,male,9,2.0,30.0,17,0,2.1,0.6666666666666666,1.1666666666666667,0.7666666666666667,46.733333333333334,41.6,11764.667766666664,33.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,32.5
812,8ziO5NS0la6x91c8cWNlp2zXp4ntNSKMwp0uUX9xq4g=,15,24,female,3,1.0,14.0,20,0,22.785714285714285,3.9285714285714284,3.142857142857143,1.0,7.428571428571429,34.285714285714285,3102.6307142857145,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,30.0
813,jY81K84cnSLoSeWkC5SL8dhF8ZvsMeRESuqLRB8nKiU=,15,27,male,9,2.0,21.0,72,0,1.0476190476190477,0.47619047619047616,0.38095238095238093,0.8571428571428571,13.80952380952381,13.285714285714286,3804.6041428571425,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,48.5
814,PltrhWGg2d4gky6vbZKCxjGpIFemGiLmttWPc0nR8h4=,5,26,female,3,2.0,31.0,41,0,3.838709677419355,0.5483870967741935,0.7096774193548387,1.064516129032258,26.29032258064516,27.35483870967742,6900.688322580646,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,35.5
815,YmEjNGz2Ud9HKOU0aZB1QIORrRvZkMYrw34G/Mr/jck=,5,49,female,7,1.0,8.0,70,0,5.25,1.375,0.75,0.375,15.25,22.0,4422.86975,41.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,31.0
816,JBu+OAtKFO9DkGOBytzpRNvIrrB2d+8XrcuEQB03nyE=,15,24,female,3,2.0,22.0,54,0,2.8636363636363638,1.7727272727272727,0.5454545454545454,0.7272727272727273,19.954545454545453,20.227272727272727,5351.878181818181,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,40.5
817,WTpAvHd3773EPA4zEB7vzsQHo0cPMRZFdkAf/LtLbtI=,22,24,male,3,1.0,24.0,57,0,8.666666666666666,5.041666666666667,1.375,1.5416666666666667,25.875,36.125,7243.948208333334,37.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
818,bWy9pp8baGphlbBnZ83uA5n9FzrCQ0XbA6CB1Re2BLw=,14,30,female,7,1.0,16.0,55,0,3.75,0.5625,0.3125,0.3125,47.0625,41.0,11011.086375,41.0,30.0,99.0,99.0,1.0,0.0,0.0,0.0,3.3,32.0
819,bOGC42JbeH1fd9tReTTLbHZwKlNpU4edu5NEfxcCUlU=,15,31,female,9,1.0,28.0,133,0,1.7857142857142858,0.14285714285714285,0.35714285714285715,0.5357142857142857,100.46428571428571,81.46428571428571,22656.985392857143,34.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
820,NovaFdq2nlg3KSUl5ngu05lZ09z9Sn+oSJrHx0bF/jQ=,5,23,female,7,1.0,31.0,43,0,6.935483870967742,2.129032258064516,1.903225806451613,1.8064516129032258,48.225806451612904,35.483870967741936,12309.998774193553,41.0,30.0,129.0,129.0,1.0,0.0,0.0,0.0,4.3,30.0
821,LFvzC3YidqQGo51QeXDlVdYPOyA/bpT/XxCVAjPXR8o=,12,19,male,3,1.0,30.0,43,0,5.1,0.4666666666666667,0.5666666666666667,0.8333333333333334,22.033333333333335,25.633333333333333,5863.531100000001,38.0,30.0,149.0,149.0,0.0,0.0,0.0,0.0,4.966666666666667,30.0
822,nB5DCUN93A5nZ7WoWNxTUwDYL3oA7x+Uf1PTe2QKn1g=,5,24,female,7,1.0,27.0,37,0,3.6666666666666665,1.1111111111111112,0.5925925925925926,0.7407407407407407,23.333333333333332,21.037037037037038,6831.599148148148,41.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,31.0
823,Ce6BMSOvq4TDSnv0bQcfe/cYKWNffhfydgigFohnl08=,13,27,female,9,1.0,12.0,28,0,4.916666666666667,3.25,1.0,0.5833333333333334,14.416666666666666,21.416666666666668,4054.084666666667,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
824,stF5TNt9CYwfmyfraO2eoQLP3b/Ua3FWxn0sYnc2nho=,5,16,female,4,1.0,9.0,5,0,7.444444444444445,1.0,0.4444444444444444,0.5555555555555556,12.666666666666666,20.22222222222222,3220.17,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,30.0
825,7mDfEUe/c0/9ToVZ4X+GkZhU7q7vMJ14MUXksPjSAWc=,6,18,female,9,1.0,20.0,73,1,2.3,1.05,0.5,0.3,8.7,9.0,2363.69665,38.0,195.0,894.0,894.0,0.0,0.0,0.0,0.0,4.584615384615384,195.0
826,nf1mV4Ku277OyYJeEHhAhHy6l411bombH3S12CU7eY8=,13,25,male,9,1.0,28.0,133,1,13.357142857142858,5.214285714285714,4.035714285714286,5.357142857142857,8.214285714285714,28.392857142857142,4689.943357142858,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,34.0
827,jc3sWzJemgEuuKpTpoHTioh8rpersNcTnlpKIKYNzyA=,13,30,male,9,2.0,8.0,103,0,11.5,1.5,0.625,0.25,8.25,16.625,2288.037125,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,50.5
828,cuAd2T6h6HsLAMFmSqKrgkSz9tG2gzXMnugqd9Do+Vc=,4,27,female,9,1.0,27.0,9,0,6.555555555555555,2.0,1.0,0.6666666666666666,12.518518518518519,19.77777777777778,3479.9955925925933,36.0,30.0,180.0,180.0,0.0,0.0,0.0,0.0,6.0,30.0
829,eJi+8qVvg0hqsaU3sAAccM5eEqii6itFRiuZhRG04Hs=,13,38,female,9,1.0,23.0,52,0,4.043478260869565,0.9130434782608695,0.7391304347826086,1.0869565217391304,33.869565217391305,25.17391304347826,8047.684826086958,38.0,30.0,149.0,149.0,0.0,0.0,0.0,0.0,4.966666666666667,38.0
830,IIfeLIL4OfBf6dI+snzRi6J4JcyzttPuLou+OdmoF0Q=,5,30,female,9,1.0,6.0,103,0,1.3333333333333333,1.1666666666666667,0.8333333333333334,0.6666666666666666,13.166666666666666,16.0,3639.5913333333333,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,33.0
831,IRs+PIZ992VRInlqhJA8hRrgc4zMx24ZR3fFZwdryXg=,13,25,male,3,2.0,24.0,26,1,2.9583333333333335,0.875,0.5,0.5,14.875,14.083333333333334,3811.667500000001,26.5,112.5,521.5,521.5,0.5,0.5,0.0,0.0,4.7756410256410255,100.0
832,hP1H8cHL/pmeyhdUU9DD7JlgXZdrhECX9wr6B/Xi2/E=,5,38,male,3,1.0,7.0,37,0,5.857142857142857,2.142857142857143,1.8571428571428572,1.7142857142857142,23.285714285714285,26.571428571428573,5526.741142857143,34.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
833,Kmsp+Q7f+MShNm8QtOFfETwL2HCxCturCXHpby1H31Y=,15,31,male,9,1.0,12.0,14,0,1.0833333333333333,0.0,0.0,0.16666666666666666,13.0,11.833333333333334,3182.829666666667,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,33.0
834,Yv65zt6IrOdpdDoRl/RvQkDuwJWX1DmLcHTsCFlrU/o=,13,28,male,9,1.0,31.0,80,0,9.225806451612904,1.8709677419354838,1.6129032258064515,1.903225806451613,38.354838709677416,33.774193548387096,10523.154322580647,37.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
835,Ygjoz1/jNeWDJfnkW635zRVOFr+0OFBbLNaEr6EOHfQ=,5,30,male,3,1.0,12.0,24,0,4.916666666666667,0.5,0.4166666666666667,2.0,19.0,21.25,5741.434249999999,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
836,Rbne9Ptoph9/Mg5OM4U0LDnCiLNkLnHgEuJ7yUSG7K0=,14,29,male,3,1.0,7.0,28,0,2.7142857142857144,0.5714285714285714,0.5714285714285714,0.14285714285714285,8.428571428571429,11.857142857142858,2194.154857142857,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,30.0
837,nqhO3qw7OJv0pLQu5yXIwwicjDUfcNy71lgrOjq+ybQ=,22,27,female,9,2.0,14.0,70,0,11.571428571428571,1.2857142857142858,0.7857142857142857,0.8571428571428571,9.357142857142858,21.5,2734.7774285714286,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,36.5
838,qPl9HjGtc/bnGHTF5CtzsrBxXKHDvGGbzghyhv524UY=,11,25,female,9,2.0,31.0,48,0,4.0,1.6451612903225807,1.2258064516129032,2.193548387096774,57.806451612903224,48.29032258064516,15383.940290322582,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,41.5
839,rMszO736cAQR0sNVoh221S0nBiq/gUN5Jwv9yYg80lc=,10,22,female,3,2.0,29.0,46,0,14.448275862068966,4.413793103448276,1.6551724137931034,0.8275862068965517,15.482758620689655,33.206896551724135,4678.636793103448,36.0,30.0,180.0,180.0,0.5,0.5,0.0,0.0,6.0,14.0
840,HKKSfDdTmm/vfDpEIA34HH0LY0+OUNJhfkcVpuTeu9Q=,5,26,male,3,1.0,28.0,32,0,3.9642857142857144,1.6785714285714286,0.8214285714285714,0.6785714285714286,48.357142857142854,26.571428571428573,10553.553,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
841,PYSgX8/9SlZdQYtUaFwXZQdamdm9dMAqz895Z3IsTGM=,13,45,female,7,1.0,16.0,61,0,3.3125,0.3125,0.4375,0.4375,18.0,9.8125,4315.448062500001,41.0,30.0,99.0,99.0,1.0,0.0,0.0,0.0,3.3,31.0
842,l7PmcqDun1TDnR+zaWF+sAXMvyaJemghVbkAhARTldY=,13,21,female,3,1.0,28.0,51,0,5.107142857142857,0.5,0.35714285714285715,0.7142857142857143,19.571428571428573,22.714285714285715,5414.2363214285715,38.0,30.0,149.0,149.0,0.0,0.0,0.0,0.0,4.966666666666667,30.0
843,Hs6qikTgPvh2ojAL4hNCaXF2gJSaK9n52iJyPzsRQFM=,13,28,male,9,2.0,5.0,120,0,0.6,0.2,0.6,0.6,8.2,7.2,2496.9946000000004,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,44.5
844,hwO4eeW5GfmgmpjqPbfV/XXNeWWWcEykTP7HPLQpRAA=,5,29,male,3,1.0,15.0,44,0,1.4666666666666666,0.5333333333333333,0.6,0.6666666666666666,18.0,20.133333333333333,5031.456533333333,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,31.0
845,AMEDWcjzUqdrL4p6c9a10QfNnG5umLWxIyuaXS+4Nkg=,8,30,male,3,1.0,11.0,4,0,4.818181818181818,0.5454545454545454,1.0,0.6363636363636364,19.545454545454547,10.909090909090908,4167.024818181818,37.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,33.0
846,dX4gj8h3rMUZk0f3vBJ773A5qAVmf6OOxXxdjNvdGxY=,5,23,female,9,2.0,31.0,125,0,6.032258064516129,1.8064516129032258,1.3225806451612903,1.1290322580645162,35.25806451612903,40.903225806451616,8987.874419354837,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,50.5
847,cM8Oc0ZPFD5ipdGrrUQMlmYCdu4hFgDRobE37JVsb8k=,14,22,male,9,2.0,25.0,38,0,3.84,0.88,0.4,0.4,10.28,14.88,2964.0913599999994,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,41.5
848,kXKkVbtuI8ZaBExG0mVN9Wc7UBBg/QPgBMqriXK3yJ8=,13,30,female,9,1.0,20.0,49,0,6.85,0.45,0.4,0.95,17.5,21.25,4648.419250000001,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
849,qmi2uiKjhe1axfIZ3UukoOrJfb9ucCoe7ZQCaSQIoYU=,13,0,male,9,1.0,13.0,10,0,3.0,3.3846153846153846,1.3076923076923077,0.23076923076923078,18.0,23.46153846153846,4970.574000000001,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,36.0
850,cNJtJK1s/AzxMNH2VVnMnV02wG5/T0MCQaZcsoAF5Rc=,6,22,male,9,1.0,30.0,26,0,8.7,0.8333333333333334,0.5333333333333333,0.7666666666666667,16.466666666666665,22.0,4498.8631000000005,37.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
851,8kN7WX1Ha9T+3RKO9tkTRdYMLgPSOa+0zpxhn0h+iZY=,15,39,male,3,1.0,22.0,6,0,4.136363636363637,2.590909090909091,1.5454545454545454,0.6818181818181818,11.409090909090908,17.318181818181817,3183.3453636363633,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,31.0
852,B93+hmebW9D77dW6sd42WOn+WPemBJ+55kYdThSUl+A=,15,30,female,3,1.0,25.0,52,0,2.56,0.24,0.2,0.32,15.88,16.64,3968.584800000001,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,30.0
853,6/RqAi9v7q7BoXKtU5KxmJ/YbnDlK9Jx7vQxcGQSdLw=,4,23,male,3,1.0,23.0,16,0,8.0,1.3043478260869565,1.0,1.3478260869565217,14.173913043478262,20.608695652173914,4061.0876521739124,38.0,30.0,149.0,149.0,0.0,0.0,0.0,0.0,4.966666666666667,30.0
854,lzfmpBf92CaQsntkE5Ymv07k8As9nedOxKN0WKJTqHc=,13,27,male,9,1.0,29.0,131,0,4.620689655172414,0.5172413793103449,0.7241379310344828,1.2413793103448276,25.06896551724138,22.517241379310345,6383.676310344826,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
855,MdTrhy1CMXs8jNVHtNu/NwfxYcZynGPdZpWUJiStp4w=,5,30,female,9,2.0,29.0,85,0,13.758620689655173,1.5862068965517242,1.0344827586206897,1.5517241379310345,26.24137931034483,29.75862068965517,7148.70368965517,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,33.5
856,VKg1Dp0RVWqSQmk3Y5gcrEABbdSaC53xnWfX6GW+wlA=,3,29,male,9,1.0,29.0,17,0,1.8620689655172413,0.7586206896551724,0.5172413793103449,0.4482758620689655,35.48275862068966,35.13793103448276,8982.605241379308,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
857,ZDJiWRuqfe5uxByobYRvfg2zVp5K+UlgH6fLkuaAamQ=,13,27,male,3,1.0,29.0,63,0,4.551724137931035,1.0344827586206897,0.896551724137931,1.0,53.724137931034484,42.62068965517241,13362.519000000002,36.0,30.0,180.0,180.0,0.0,0.0,0.0,0.0,6.0,30.0
858,2yuesuwu+DdXCwnuwgfHAki0S6gkeGYAnkvIieOS9Ao=,5,34,female,9,1.0,11.0,135,0,4.636363636363637,1.0,0.2727272727272727,0.9090909090909091,52.90909090909091,27.818181818181817,13056.58009090909,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
859,qbpUY4C578SonNihC/YJpy7WliqPxFH5mg6aOywBoaY=,22,25,female,3,1.0,23.0,26,1,6.260869565217392,1.565217391304348,0.8260869565217391,1.0869565217391304,36.130434782608695,29.304347826086957,9771.52552173913,38.0,195.0,894.0,894.0,0.0,0.0,0.0,0.0,4.584615384615384,195.0
860,2HbiTbaV4ZZ3EIupsOkrbHJv84hVJI5Kao9TWaKWOgg=,5,24,female,3,1.0,30.0,60,0,10.066666666666666,1.7,1.2666666666666666,1.1,35.06666666666667,27.9,9013.712533333333,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,31.0
861,lZfFkoxrIjhF2JRpK3FZtG9ujCilToKEeK7MOi4FUJs=,4,32,male,9,1.0,13.0,151,0,1.9230769230769231,0.23076923076923078,0.15384615384615385,0.3076923076923077,16.307692307692307,16.384615384615383,4253.580384615385,37.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
862,4T3CgPqE/5ZHeeNFPn8ZqBboIxGaF/TtURuXW+rn6jc=,13,25,female,3,1.0,14.0,55,0,4.642857142857143,2.0714285714285716,0.8571428571428571,1.0,6.5,12.285714285714286,2200.182,37.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,31.0
863,qRlljZo2bTUcXBraVclJ2FilYpBYOYuLpXVKwkydopM=,5,47,male,7,1.0,26.0,78,0,0.6538461538461539,0.34615384615384615,0.15384615384615385,0.15384615384615385,11.346153846153847,12.538461538461538,2864.860692307692,41.0,30.0,129.0,129.0,1.0,0.0,0.0,0.0,4.3,32.0
864,6qNCjvrwsSPk/XOi+SxSba/8+6bIQL/EiIsaWnGX0x4=,22,30,male,7,1.0,16.0,77,1,5.0625,3.75,1.0,1.1875,16.25,14.9375,4663.7814375,36.0,30.0,180.0,180.0,0.0,0.0,0.0,0.0,6.0,60.0
865,uIe9qO0CNlyp8jDxc3+3ZHf7dSy131A2ohBqZ9IIpcQ=,4,27,male,4,1.0,14.0,14,0,1.8571428571428572,0.7142857142857143,0.9285714285714286,1.2142857142857142,27.571428571428573,30.714285714285715,7426.935285714287,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
866,FO2wHbaC/9vNhtz66XUdNQn036rUgflvH1NnhK9Ti8Y=,21,30,male,3,1.0,24.0,29,0,10.041666666666666,0.5416666666666666,0.625,0.2916666666666667,27.458333333333332,34.583333333333336,7024.071125000002,29.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,31.0
867,xzxdqqCbkpk9aXbMkNQJBB6PPhx0XtnpdhHTRgP0YLA=,6,29,female,9,1.0,24.0,102,0,0.9583333333333334,1.1666666666666667,0.9166666666666666,1.0416666666666667,111.29166666666667,100.16666666666667,29880.95049999999,27.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
868,+1+t/HKf92Jircf3VF1eN4aUKMY09aaLj+5Dil0OW18=,13,20,male,7,1.0,31.0,28,0,5.129032258064516,1.4193548387096775,1.2903225806451613,1.0,76.38709677419355,67.87096774193549,19857.75212903226,41.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,31.0
869,SrKd+LQP74PVLWkTFdPDfRK1mnA/YnFsh0eL+kdWPPM=,5,26,male,7,4.0,2.0,78,1,0.0,0.0,0.5,0.0,42.0,1.5,9850.285,41.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,131.25
870,Zy3BvLpjv0zz80ZRAgkr/Ceq3onPBTIFU9HGnKtaB3g=,1,42,male,4,1.0,31.0,17,0,7.419354838709677,2.096774193548387,1.2580645161290323,1.3225806451612903,61.70967741935484,59.064516129032256,15941.942741935482,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,30.0
871,3ugLwoNEYzkl7g4ro3lwl1u8xSdm9rrh/Sxi35nnWq0=,15,38,female,3,1.0,12.0,25,0,8.75,1.5,0.4166666666666667,0.3333333333333333,19.416666666666668,22.666666666666668,4933.455166666667,36.0,30.0,180.0,180.0,0.0,0.0,0.0,0.0,6.0,30.0
872,rmYY1r1g1geQ/t4iK+bJBb4/9ra19imVE8tacbJr2yU=,22,30,male,9,2.0,25.0,119,0,0.8,0.2,0.08,0.08,14.0,14.56,3792.6572,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,44.5
873,8isG6fB0+VJt4V+YF92ZUKYcj42WPUlzsVTg2vibc9w=,14,31,female,7,1.0,6.0,18,0,1.0,0.16666666666666666,1.1666666666666667,0.5,13.666666666666666,15.5,3436.7323333333334,41.0,30.0,99.0,99.0,1.0,0.0,0.0,0.0,3.3,31.0
874,8jhJrUpHMCtuDyMWSb7TTBNJvJGp8RxJEwOFXulMPBI=,13,39,female,9,1.0,28.0,137,0,2.9285714285714284,0.75,0.39285714285714285,0.2857142857142857,22.821428571428573,24.607142857142858,6145.76142857143,37.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
875,1InCxzr/lZRlaXeJbNP/muihih70TmAyoEDU/oera30=,15,28,female,3,1.0,24.0,33,0,2.4583333333333335,0.9166666666666666,0.6666666666666666,0.7083333333333334,31.708333333333332,31.625,8113.181333333333,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,30.0
876,WswAfrZ9eCiG/4LNwMw1qEYi/k1qLcZxpE8wlWxcz+s=,15,36,male,3,1.0,7.0,23,0,1.0,0.7142857142857143,0.8571428571428571,0.5714285714285714,13.857142857142858,14.857142857142858,3463.196571428572,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,33.0
877,kgEtNERLYkpmB64FoIaQZLP6pMlaWrSXvFi3AZdNN+E=,13,34,female,9,1.0,4.0,148,0,8.5,4.5,0.75,1.0,6.25,17.75,2699.97425,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,30.0
878,e34KrR5RqtHKNoIb6lacj15ylVmRay7iQ/wW0dDGHdQ=,15,29,male,3,1.0,12.0,30,0,1.25,1.0,0.16666666666666666,0.16666666666666666,4.416666666666667,5.666666666666667,1338.5059166666667,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,30.0
879,oLr3Zz6peRLoMlrqeNQ+A4sEJYKOFhno+B9QVjb4SxE=,22,37,female,9,2.0,31.0,59,0,3.3548387096774195,0.7741935483870968,0.3225806451612903,0.3870967741935484,23.806451612903224,22.096774193548388,6046.542806451614,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,61.5
880,7ydj2ezrappQSvNzjURiV39tPjQ2OMYI2S7XKErStKc=,15,29,male,7,1.0,12.0,16,0,0.8333333333333334,0.6666666666666666,0.6666666666666666,16.0,6.083333333333333,23.833333333333332,5585.754166666667,41.0,30.0,99.0,99.0,1.0,0.0,0.0,0.0,3.3,30.0
881,P7fneuLiWAcmjl8KENT4taAs8lYKxiiWspsDGcdXLH4=,10,34,male,7,1.0,29.0,10,0,5.379310344827586,1.3448275862068966,0.9310344827586207,0.6551724137931034,53.44827586206897,35.48275862068966,13758.062689655175,41.0,30.0,99.0,99.0,1.0,0.0,0.0,0.0,3.3,31.0
882,LuqltCxABzQMJzqYymR1Njmowo7mo8v6kQHXRwPcQOo=,13,27,female,9,1.0,11.0,140,0,7.636363636363637,0.9090909090909091,0.9090909090909091,0.6363636363636364,15.636363636363637,23.0,4039.6690000000003,37.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,30.0
883,BKfdJevrIhPWt34xgdQD9T9GRczChKKR82NmJ2THbNg=,4,22,male,9,3.0,13.0,36,1,12.307692307692308,2.1538461538461537,0.9230769230769231,1.3846153846153846,11.153846153846153,23.846153846153847,3600.289769230769,15.666666666666666,280.0,800.0,800.0,0.0,0.0,0.0,0.0,2.777777777777778,203.66666666666666
884,8GuMtVI0Sb6srIwgrJ1f2m7LVBQBJ5NSxR4ieg3Wv50=,12,18,female,3,1.0,30.0,15,0,4.666666666666667,9.9,6.2,6.666666666666667,8.9,24.633333333333333,5246.598233333335,36.0,30.0,180.0,180.0,1.0,0.0,0.0,0.0,6.0,30.0
885,1kPwnQSDKrTcsq8PO0I61Y3oN/+wlPQ8jCwvl/GNk/w=,5,32,female,9,2.0,5.0,128,0,0.2,0.0,0.2,0.0,10.2,8.4,2476.979,39.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,36.5
886,eU9BMDdleXGiwSCrenZX2nYG/GMNxNcLkJ6QqUfOJg4=,15,37,male,9,1.0,31.0,128,0,7.580645161290323,2.193548387096774,1.5161290322580645,1.5483870967741935,79.25806451612904,78.48387096774194,21389.752419354838,37.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,31.0
887,IhHiRTMEX1EChjmMCh3YJdpvqf7Oylx7kJdMlthKafI=,5,23,female,3,1.0,29.0,54,0,7.310344827586207,3.1724137931034484,3.0,3.9310344827586206,29.551724137931036,30.82758620689655,9052.961931034482,40.0,30.0,149.0,149.0,1.0,0.0,0.0,0.0,4.966666666666667,31.0
